community_id,tbrc_id,community_name,description
96,G4252,Drakram ,"<p>
	Drakram Monastery was a Jonang institution in Tsang. It was in existence by at least the early fourteenth century when <a href=""/biographies/view/Chokle-Namgyel/TBRC_P152"">Chokle Namgyel</a> studied there.</p>
"
97,G359,Gharung,"<p>
	Gharung Monastery was a Jonang monastery located in the present day Tibet Autonomous Region but not much is known about the site. The monastery was in existence by at least the 14th century when <a href=""/biographies/view/Gharungwa-Lhai-Gyeltsen/TBRC_P2414"">Gharungwa Lhai Gyeltsen</a> (<span class=""biog-date-small"">b.1319 - d.1401</span>) ascended to its seat.</p>
<div class=""list-widget-text-style"">
	&nbsp;</div>
"
98,NULL,Palung,"<p>
	Palung appears to have been a small monastery, presumably Sakya, near <a href=""/geographies/view/Sakya-Monastery./TBRC_G880"">Sakya Monastery.</a> <a href=""/biographies/view/Gorumpa-Kunga-Lekpa/TBRC_P3507"">Gorumpa Kunga Lekpa</a> was born there in 1477.</p>
"
101,G2844,Pokhang ,"<p>
	Pokhang is a Geluk monastery in Panam, Tsang.&nbsp;It was originally founded as a Kadampa monastery in 1213 by <a href=""/biographies/view/Jangchub-Pelzangpo/TBRC_P2624"">Jangchub Pelzangpo</a>. It was converted to Geluk in the seventeenth century.</p>
"
102,G1511,Pelkhor Chode,"<p>
	Pelkhor Chode, also known as Pelkhor Dechen, in Gyantse, Tsang, was established by the Gyantse ruler&nbsp;<a href=""/biographies/view/Rabten-Kunzang-Pakpa/TBRC_P6904"">Rabten Kunzang Pakpa</a>, between 1418 and 1425 as an ecumenical center for Sakya and Geluk traditions. <a href=""/biographies/view/Khedrubje-Gelek-Pelzangpo/TBRC_p55"">Khedrubje Gelek Pelzangpo</a>&nbsp;and <a href=""/biographies/view/Ngorchen-Kunga-Zangpo/TBRC_P1132"">Ngorchen Kunga Zangpo</a> were both involved. The Drukpa Kagyu tradition is also represented, although the community today is primarily Sakya.</p>
"
105,G391,Serdokchen,"<p>
	Serdokchen is a Sakya monastery near Shigatse&nbsp;in Tsang that was founded by <a href=""/biographies/view/Panchen-Donyo-Pel/TBRC_P2626"">Panchen Donyo Pel</a>, also known as Donyo Drubpa or Amoghasiddhi, in 1475. Donyo Pel passed the monastery down to his student&nbsp;<a href=""/biographies/view/-Panchen-Shakya-Chokden/TBRC_P396"">Panchen Śākya Chokden</a>&nbsp;who renamed it Serdokchen and spent much of his life there. It was formerly called Zilung.</p>
<p>
	&nbsp;</p>
"
106,NULL,Chokhor Tse,"<p>
	Chokhor Tse was in existence by at least 1531 when <a href=""/biographies/view/Kunga-Pelzang/TBRC_P2MS4764"">Kunga Pelzang</a> received Lamdre teachings here from <a href=""/biographies/view/Panchen-Dorje-Gyeltsen/TBRC_P1966"">Paṇchen Dorje Gyeltsen</a>. It seems to have been in U.&nbsp;</p>
"
107,G1KR1359,Tupten Dargye Ling ,"<p>
	Tupten Dargye Ling is a Geluk monastery located in Kham that was in existence since at least the fifteenth century when the <a href=""/biographies/view/Third-Ngor-Khenchen,-Jamyang-Sherab-Gyatso/TBRC_P1569"">Third Ngor Khenchen, Jamyang Sherab Gyatso</a> lived and taught there.</p>
"
108,NULL,Puntsok Samten Ling ,"<p>
	Puntsok Samten Ling, a Sakya monastery in Mustang, was in existence by at least the 16th century when <a href=""/biographies/view/Kunga-Pelzang/TBRC_P2MS4764"">Kunga Pelzang</a> was installed on the monastic seat there in 1541.&nbsp;</p>
<p>
	&nbsp;</p>
"
109,NULL,Changlung Choding ,"<p>
	Changlung Choding was a Jonang monastery in central Tibet that was in operation by at least 1531, when the twenty-fifth Abbot of <a href=""/geographies/view/Jonang-Monastery/TBRC_G201"">Jonang Monastery</a>, <a href=""/biographies/view/Kunga-Pelzang/TBRC_P2MS4764"">Kunga Pelzang,</a> met the master <a href=""/biographies/view/Zhonnu-Chodrub/TBRC_P2843"">Zhonnu Chodrub</a> and received transmissions from him.</p>
"
110,G390,Takten Puntsok Ling ,"<p>
	Takten Puntsok Ling was established by the Jonang master <a href=""/biographies/view/Tāranātha/TBRC_P1428"">Tāranātha</a>&nbsp;with support from kings of Tsang in 1619. It was the center of Jonang activity in Tibet until Tāranātha&#39;s death. It was converted to Geluk by order of the Tibetan government in 1650 and renamed Ganden Puntsok Ling. Within several years Jonang teachings were officially banned.&nbsp;As a Geluk institution it was affiliated with <a href=""/geographies/view/Tashilhunpo/TBRC_G104"">Tashilhunpo</a>&nbsp;during the time of <a href=""/biographies/view/Seventh-Dalai-Lama/TBRC_P179"">Seventh Dalai Lama</a>.</p>
"
112,G4619,Chubzang,"<p>
	Chubzang is a Geluk monastery that was founded in mid-fifteenth century in Tolung near Lhasa. <span class=""biog-name-large"">The Thirty-Ninth Ganden Tripa, <a href=""/biographies/view/Konchok-Chozang/TBRC_P4065"">Konchok Chozang</a> was possibly ordained there. </span></p>
"
114,G4818,Kyangdur ,"<p>
	Kyangdur was a Sakya establishement in Tsang that was in existence by at least the thirteenth century, though likely an ancient establishment.&nbsp;&nbsp;<a href=""/biographies/view/Sakya-Paṇḍita-Kunga-Gyeltsen/TBRC_P1056"">Sakya Paṇḍita Kunga Gyeltsen</a>&nbsp;travelled to Kyangdur in 1204 to give funeral offerings for his recently deceased father.&nbsp;</p>
"
115,G381,Chung Riwoche ,"<p>
	Chung Riwoche, a Nyingma monastery in central Tibet, was founded as a Shangpa Kagyu monastery in 1386. It was <a href=""/biographies/view/Tangtong-Gyelpo/TBRC_P2778"">Tangtong Gyelpo</a>&#39;s monastery and the seat of the Chaksampa incarnation lineage. It is the site of Tangtong Gyelpo&#39;s famous Chung Riwoche Kumbum.</p>
"
116,G1AG44,Mending,"<p>
	Mending Monastery was founded in the sixteenth century by the Jonang Kālacakra master <a href=""/biographies/view/Lochen-Ratnabhadra/TBRC_P2417"">Lochen Ratnabhadra</a> in the Jang district of U.</p>
"
117,G3055,Menchu,"<p>
	Menchu was founded by <a href=""/biographies/view/Ngok-Lekpai-Sherab/TBRC_Ngok Lekpe Sherab"">Ngok Lekpai Sherab</a> in the eleventh century in Taktse, near Lhasa. Originally a Kadam hermitage, in the fourteenth century it was the seat of <a href=""/biographies/view/Menchukhawa-Lodro-Gyeltsen/TBRC_p2255"">Menchukhawa Lodro Gyeltsen</a>, a close disciple of <a href=""/biographies/view/Dolpopa/TBRC_P139"">Dolpopa</a>. It was later converted to the Geluk tradition.</p>
"
119,G1AG83,Cholung Jangtse,"<p>
	Cholung Jangtse was a Jonang monastery that was in existence by at least the middle of the sixteenth century when <a href=""/biographies/view/Kunga-Drolchok/TBRC_P2387"">Kunga Drolchok</a> was abbot there. <a href=""/biographies/view/Taranatha/TBRC_P1428"">Tāranātha</a> was brought there to be formally recognized as Kunga Drolchok&#39;s reincarnation. One of the largest Jonang monasteries of central Tibet, it was converted to Geluk in the mid-seventeenth century.&nbsp;</p>
"
120,G457,Nenying,"<p>
	Nenying is a Geluk monastery in central Tibet. It was first established in the eighth century, and converted to the Shangpa Kagyu tradition in the eleventh century, and ultimately to the Geluk tradition in the seventeenth century. The <a href=""/biographies/view/Seventh-Ganden-Tripa-Lodro-Tenpa-/TBRC_P4636"">Seventh Ganden Tripa Lodro Tenpa </a>received his monastic vows at Nenying.</p>
"
121,G346,Tolung Namgyel,"<p>
	<span style=""font-size:12px;""><span style=""font-family: arial,helvetica,sans-serif;"">Tolung Namgyel is a Jonang monastery in central Tibet which was in existence by at least the fourteenth century when&nbsp;<span style=""color: rgb(51, 51, 51); line-height: 19.6px;""><a href=""/biographies/view/Rinchen-Tsultrim/TBRC_P2256"">Rinchen Tsultrim</a> resided there.&nbsp;</span></span></span></p>
"
122,G307,Sabzang Ganden,"<p>
	Sabzang Ganden, a Sakya monastery near Sakya in central Tibet, was in existence from at least the fourtenth century when <a href=""/biographies/view/Lodro-Gyeltsen/TBRC_P151"">Lodro Gyeltsen</a> taught there. It is the seat of the Sabzang Pakpa and Sabzang Mati Panchen incarnation lineages.</p>
"
124,G344,Pelteng,"<p>
	Pelteng is a Jonang monastery in Tsang. It was in existence by the early fourteenth century when the local lord, Lhawangpa, gave it to <span class=""biog-name-large""><a href=""/biographies/view/Shangton-Gyawo-Sonam-Drakpa/TBRC_p2253"">Shangton Gyawo Sonam Drakpa</a>, a disciple of </span><a href=""/biographies/view/Dolpopa/TBRC_p139"">Dolpopa</a>.&nbsp;</p>
"
126,NULL,Tselmin,"<p>
	Tselmin, a Jonang monastery, was in existence by the fifteenth century when <a href=""/biographies/view/Nyakpuwa-Sonam-Zangpo/TBRC_P2460"">Nyakpuwa Sonam Zangpo</a>&nbsp;retired there.</p>
"
127,G3791,Lhagang,"<p>
	Lhagang Monastery, known as Tagong in Chinese, is said to have been established in the seventh century by <a href=""/biographies/view/Princess-Wenchung/TBRC_P8116"">Princess Wencheng</a>, when one of two statues of Śākyamuni she was transporting to Lhasa asked to remain there. It was converted to Karma Kagyu in the eleventh century, and then to Sakya in the thirteenth century.</p>
"
128,G233,Nalendra Monastery,"<p>
	Nalendra, a monastery located north of Lhasa in Penyul, was founded in 1436 by <a href=""/biographies/view/Rongton-Mawai-Sengge/TBRC_P431"">Rongton Sheja Kunrik</a>, who was born into a Bon family and studied at Kadam monasteries. The monastery was absorbed into the Sakya tradition and Rongton came to be considered &nbsp;one of the six jewels of the Sakya tradition. There are extensive ruins at the site, along with a renovated assembly hall containing murals.&nbsp;<a href=""/biographies/view/Khenpo-Tsultrim-Gyelsten/TBRC_P6677"">Khenpo Tsultrim Gyelsten</a> is credited with initiating the renovation of the site.</p>
"
129,G64,Lhatel Rinchen Ling,"<p>
	Lhatel RInchen Ling is a Drigung Kagyu monastery near Chamdo in Kham. It was founded by <a href=""/biographies/view/Nyo-Gyelwa-Lhanangpa-Sanggye-Rinchen/TBRC_P15"">Nyo Gyelwa Lhanangpa Sanggye Rinchen</a> in the early thirteenth century.</p>
"
130,G444,Yabzang Monastery,"<p>
	Yabzang, a Yabzang Kagyu monastery located in central Tibet, was founded by <a href=""/biographies/view/Yabzang-Choje-Chokyi-Monlam/TBRC_P4322"">Yabzang Choje Chokyi Monlam</a> in 1206. Currently, the site is largely in ruins.&nbsp;</p>
"
132,G282,Kodrak Hermitage,"<p>
	Kodrak is a hermitage in Upper Nyang (Nyangto in the Tibetan Autonomous Region) that was established in the thirteenth century by <a href=""/biographies/view/Kodrakpa-Sonam-Gyeltsen/TBRC_p1514"">Kodrakpa Sonam Gyeltsen</a>.</p>
"
134,G1KR1885,Choding Monastery,"<p>
	Choding Monastery, also known as Chumdo, was founded by <a href=""/biographies/view/Gar-Dampa-Chodingpa/TBRC_P813"">Gar Dampa Chodingpa</a> in around 1215 at Lungsho. It was converted to Geluk from Drigung Kagyu in the fifteenth century.</p>
"
135,G2061,Rinchen Ling,"<p>
	Rinchen Ling is a monastery near Lhasa in Meldro Gunkar that was founded in 1481 by Jangsem Gendun Rinchen. Originally a Kagyu monastery, it was later converted to the Geluk tradition.</p>
"
136,G1972,Jangchen,"<p>
	Jangchen is a Geluk monastery that was founded by the Third Dalai Lama, <a href=""/biographies/view/Sonam-Gyatso/TBRC_P999"">Sonam Gyatso</a> with the patronage of Altan Khan in 1579. The monastery was in the Khalkha lands, in Mongolia.&nbsp;</p>
"
137,G400,Litang Chokhor Ling,"<p>
	Litang Chokhor Ling is a major Geluk monastery that was founded in 1580 by the <a href=""/biographies/view/Third-Dalai-Lama,-Sonam-Gyatso/TBRC_P999"">Third Dalai Lama, Sonam Gyatso</a> on his return to Tibet from Mongolia.</p>
"
140,G447,Ngari Dratsang,"<p>
	Ngari Dratsang is a Geluk monastery in Nedong that was founded in 1541 by the <a href=""/biographies/view/Second-Dalai-Lama/TBRC_p84"">Second Dalai Lama</a>.</p>
"
141,G4195,Kharchu Monastery,"<p>
	Kharchu Dudjom Ling, a Nyingma monastery in Lhodrak, sits on a site associated with Padmasambhava and numerous other Nyingma saints. It was first developed as a sacred site in the thirteenth century by <a href=""/biographies/view/Melong-Dorje/TBRC_P628"">Melong Dorje</a> and then later founded as a monastery in the sixteenth century by the <a href=""/biographies/view/Fourth-Drukchen,-Pema-Karpo/TBRC_P825"">Fourth Drukchen, Pema Karpo</a>. Under the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_p37"">Fifth Dalai Lama</a> it was expanded and became the seat of the Namkhai Nyingpo incarnations.</p>
"
143,G2067,Tangkya Lhakhang ,"<p>
	Tangkya Lhakhang is a small Geluk institution in Meldro region to the northeast of Lhasa. If all sources can be believed, it was established during the Tibetan Imperial period, possibly by <a href=""/biographies/view/Songtsen-Gampo/TBRC_p8067"">Songtsen Gampo</a>. It was revitalized in the tenth century by <a href=""/biographies/view/Lume-Sherab-Tsultrim/TBRC_P1575"">Lume Sherab Tsultrim</a>, briefly associated with the Jonang tradition, converted to the Kadam tradition in 1281 by <a href=""/biographies/view/Geshe-Chenngawa-Tsultrim-Bar/TBRC_P3473"">Geshe Chenngawa Tsultrim Bar</a>, and to the Geluk tradition in the fifteenth century by <a href=""/biographies/view/Sempa-Lodro-Gyeltsen/TBRC_P429"">Sempa Lodro Gyeltsen</a>.</p>
"
145,G1689,Druk Monastery,"<p>
	Druk Gon is a Drukpa Kagyu monastery in Derge that was founded by Aga Tokten Kharmar <a href=""/biographies/view/Konchok-Gyatso/TBRC_P6689"">Konchok Gyatso</a> in the late thirteenth or early fourteenth century. It is now a branch monastery of <a href=""/geographies/view/Khampa-Gar/TBRC_G50"">Khampa Gar</a>.</p>
"
146,NULL,Uri Monastery,"<p>
	Uri Monastery was a Drukpa Kagyu monastery founded in 1234 in southern Tibet by <a href=""/biographies/view/Lorepa-Wangchuk-Tsondru/TBRC_p4252"">Lorepa Wangchuk Tsondru</a>.</p>
"
149,NULL,Gotsang Hermitage ,"<p>
	<a href=""/biographies/view/Gotsang-Repa/TBRC_P2090"">Gotsang Repa</a> meditated here during the thirteenth century in a cave near the Nepalese border.</p>
"
150,G1KR1891,Powo Samling,"<p>
	Powo Samling is a Nyingma monastery in Powo.</p>
"
151,G4614,Parpu Monastery,"<p>
	Parpu is a Kagyu monastery that was founded by <a href=""/biographies/view/Parpuwa-Lodro-Sengge/TBRC_P3785"">Parpuwa Lodro Sengge</a> in the twelfth century in Tolung.&nbsp;</p>
"
154,G1AG90,Kharak,"<p>
	Kharak was a hermitage established by <a href=""/biographies/view/Kharakpa-Dulwa-O/TBRC_p2202"">Kharakpa Dulwa O</a> in either 1181 or 1193.</p>
"
156,G165,Gonlung Jampa Ling,"<p>
	Gonlung Jampa Ling is an important Geluk monastery in Amdo that was founded in 1604 by <a href=""/biographies/view/Gelse-Donyo-Chokyi-Gyatso/TBRC_P8865"">Gelse Donyo Chokyi Gyatso</a>. The site was visited by the <a href=""/biographies/view/Third-Dalai-Lama/TBRC_P999"">Third Dalai Lama</a> and&nbsp;<a href=""/biographies/view/Fourth-Dalai-Lama/TBRC_P177"">Fourth Dalai Lama</a>&nbsp;prior to its founding.&nbsp;Regarded as one of the four great monasteries of the north, it is the seat of the <a href=""/incarnation/view/Changkya/TBRC_R8LS13058"">Changkya</a> and <a href=""/incarnation/view/Tukwan/TBRC_R8LS13059"">Tukwan</a> incarnations. The monastery now houses monks of Tu (Monguor), Tibetan and Mongolian origin. Though destroyed in 1724 during the reign of Lhazang Khan, it was rebuilt in 1732. It was partially destroyed during the Cultural Revolution. Reconstruction began in 1980. Today it is well-known for its new year&#39;s festival as well as masked dance ceremonies that are held throughout the year.&nbsp;</p>
<p>
	&nbsp;</p>
"
157,G488,Shar Yelpuk ,"<p>
	Shar Yelpuk is a Yelpa Kagyu monastery in Kham founded by <a href=""/biographies/view/Yelpa-Yeshe-Tsek/TBRC_P5132"">Yelpa Yeshe Tsek</a> in 1171.&nbsp;</p>
"
158,G2628,Jang Tana ,"<p>
	Jang Tana is a Yelpa Kagyu monastery that was founded by <a href=""/biographies/view/Yelpa-Yeshe-Tsek/TBRC_P5132"">Yelpa Yeshe Tsek</a>,&nbsp;a major disciple of the Kagyu master <a href=""/biographies/view/Pakmodrupa/TBRC_P127"">Pakmodrupa</a>, in 1068 in Nangchen, Kham. The site was already a sacred site, and there was a Bon monastery there first. Yelpa Yeshe Tsek converted the place into a Buddhist institution, and it&#39;s considered perhaps the most important religious site in Nangchen. A chorten there is said to contain Pakmodrupa&#39;s relics. The Yelpa Kagyu lineage is seen as having terminated, merging with other Kagyu branches.&nbsp;It is currently a branch monastery of <a href=""/geographies/view/Tsurpu/TBRC_G33"">Tsurpu</a>, the seat of the Karma Kagyu tradition.&nbsp;</p>
<p>
	Andreas Gruschke writes that Gesar Lhakhang chapel in Tana monastery contained consecrated relics attributed to King Gesar of Ling and his retinue; the relics were lost during the cultural revolution. These included two swords, the Tapa Lenme sword (ral gri btab pa lan med) of Gesar himself and Yasi Karten (ya zi skar phran) of his brother Gyatsa (rgya tsha). These were kept sealed in a box that could only be jointly opened by the Nangchen King and the Tana Abbot. There are chorten nearby the monastery that, according to local legend, contain the remains of Ling Gesar and his ministers.</p>
<p>
	Coordinants kindly contributed by Ged Manush, Naldjor Institute.</p>
"
159,G51,Dodzong,"<p>
	Dodzong is a Drukpa Kagyu monastery in Kham, and is considered a branch monastery of <a href=""/geographies/view/Khampa-Gar/TBRC_G50"">Khampa Gar</a>. Dodzong was orignally a Yelpa Kagyu monastery that was founded by <a href=""/biographies/view/Yelpa-Yeshe-Tsek/TBRC_P5132"">Yelpa Yeshe Tsek</a>, in 1192. It is the seat of the Dodzong incarnation line. Currently a Drukpa Kagyu monastery, it was rebuilt in the 1980&#39;s in a new location after having been destroyed in the 1950&#39;s.&nbsp;</p>
"
