"TOL ID","TBRC RID","Primary title","Primary name","primary name encoding","Wylie title","Wylie name",Tibetan,"Display name","Birth year","Birth year approximate","Birth year alternate","Birth century","Death year","Death year approximate","Death year alternate","Death century",Gender,"Name display phonetic","Name display Wylie",Ordinal,"Wikidata ID","Lotsara House URL","HAR URL"
90,P00EGS1017614,NULL,"bshad sgrub bstan pa'i nyi ma",en,NULL,"bshad sgrub bstan pa'i nyi ma",བཤད་སྒྲུབ་བསྟན་པའི་ཉི་མ།,"bshad sgrub bstan pa'i nyi ma",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"bshad sgrub bstan pa'i nyi ma","bshad sgrub bstan pa'i nyi ma",NULL,NULL,NULL,NULL
91,P00EGS1017615,NULL,"lang myes gzigs",en,NULL,"lang myes gzigs",ལང་མྱེས་གཟིགས།,"lang myes gzigs",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"lang myes gzigs","lang myes gzigs",NULL,NULL,NULL,NULL
92,P00EGS1017616,NULL,"lam khri bde blag khri btsan",en,NULL,"lam khri bde blag khri btsan",ལམ་ཁྲི་བདེ་བླག་ཁྲི་བཙན།,"lam khri bde blag khri btsan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"lam khri bde blag khri btsan","lam khri bde blag khri btsan",NULL,NULL,NULL,NULL
93,P00EGS1017617,NULL,"ye shes dpal",en,NULL,"ye shes dpal",ཡེ་ཤེས་དཔལ།,"ye shes dpal",NULL,0,NULL,NULL,1365,0,NULL,NULL,,"ye shes dpal","ye shes dpal",NULL,NULL,NULL,NULL
94,P00EGS1017618,NULL,"shAkya bsod nams",en,NULL,"shAkya bsod nams",ཤཱཀྱ་བསོད་ནམས།,"shAkya bsod nams",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"shAkya bsod nams","shAkya bsod nams",NULL,NULL,NULL,NULL
95,P00EGS1017619,NULL,"rong bo 'phrul gyi lde btsan",en,NULL,"rong po 'phrul gyi lde btsan",རོང་པོ་འཕྲུལ་གྱི་ལྡེ་བཙན།,"rong bo 'phrul gyi lde btsan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"rong bo 'phrul gyi lde btsan","rong po 'phrul gyi lde btsan",NULL,NULL,NULL,NULL
96,P00EGS1017620,,"Lang Pelgyi Sengge",bo-x-ewts,,"rlangs dpal gyi seng+ge",རླངས་དཔལ་གྱི་སེངྒེ།,"Lang Pelgyi Sengge",NULL,0,,30,NULL,0,,32,M,"Lang Pelgyi Sengge","rlangs dpal gyi seng+ge",NULL,NULL,NULL,
97,P00EGS1017621,NULL,"rlangs blon khri sum rje speg lha",en,NULL,"rlangs blon khri sum rje speg lha",རླངས་བློན་ཁྲི་སུམ་རྗེ་སྤེག་ལྷ།,"rlangs blon khri sum rje speg lha",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"rlangs blon khri sum rje speg lha","rlangs blon khri sum rje speg lha",NULL,NULL,NULL,NULL
98,P00EGS1017622,NULL,"rlangs blon gsal slebs",en,NULL,"rlangs blon gsal slebs",རླངས་བློན་གསལ་སླེབས།,"rlangs blon gsal slebs",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"rlangs blon gsal slebs","rlangs blon gsal slebs",NULL,NULL,NULL,NULL
99,P00EGS1017623,NULL,"rlangs blon bsam skyes",en,NULL,"rlangs blon bsam skyes",རླངས་བློན་བསམ་སྐྱེས།,"rlangs blon bsam skyes",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"rlangs blon bsam skyes","rlangs blon bsam skyes",NULL,NULL,NULL,NULL
100,P00EGS1017624,NULL,"rlangs a myes byang chub 'dre khol",en,NULL,"rlangs a myes byang chub 'dre khol",རླངས་ཨ་མྱེས་བྱང་ཆུབ་འདྲེ་ཁོལ།,"rlangs a myes byang chub 'dre khol",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"rlangs a myes byang chub 'dre khol","rlangs a myes byang chub 'dre khol",NULL,NULL,NULL,NULL
101,P00EGS1017625,,"gung srong gung btsan",en,,"gung srong gung btsan",གུང་སྲོང་གུང་བཙན།,"gung srong gung btsan",633,0,,NULL,NULL,0,,NULL,,"gung srong gung btsan","gung srong gung btsan",NULL,NULL,NULL,
102,P00EGS1017626,NULL,"bsod nams rin chen",en,NULL,"bsod nams rin chen",བསོད་ནམས་རིན་ཆེན།,"bsod nams rin chen",NULL,0,NULL,NULL,1839,0,NULL,NULL,,"bsod nams rin chen","bsod nams rin chen",NULL,NULL,NULL,NULL
103,P00EGS1017627,NULL,"gyi ljang dbu dkar ba",en,NULL,"gyi ljang dbu dkar ba",གྱི་ལྗང་དབུ་དཀར་བ།,"gyi ljang dbu dkar ba",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"gyi ljang dbu dkar ba","gyi ljang dbu dkar ba",NULL,NULL,NULL,NULL
105,P00EGS1017634,NULL,"dgu khri thog sgra",en,NULL,"dgu khri thog sgra",དགུ་ཁྲི་ཐོག་སྒྲ།,"dgu khri thog sgra",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"dgu khri thog sgra","dgu khri thog sgra",NULL,NULL,NULL,NULL
106,P00EGS1017688,NULL,vibhuticandra,bo-x-ewts,NULL,vibhuticandra,བི༹བྷུཏིཅནདྲ།,vibhuticandra,NULL,0,NULL,NULL,NULL,0,NULL,NULL,,vibhuticandra,vibhuticandra,NULL,NULL,NULL,NULL
107,P00EGS1017715,NULL,"arong jiacuo",bo-x-ewts,NULL,"arong jiacuo",ཨརོང་ཇིཨཅུཨོ།,"arong jiacuo",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"arong jiacuo","arong jiacuo",NULL,NULL,NULL,NULL
108,P00EGS1017716,NULL,maibo,bo-x-ewts,NULL,maibo,མཻབོ།,maibo,NULL,0,NULL,NULL,NULL,0,NULL,NULL,,maibo,maibo,NULL,NULL,NULL,NULL
109,P00EGS1017864,NULL,"bsod nams lhun po shes rab rgyal mtshan",en,NULL,"bsod nams lhun po shes rab rgyal mtshan",བསོད་ནམས་ལྷུན་པོ་ཤེས་རབ་རྒྱལ་མཚན།,"bsod nams lhun po shes rab rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"bsod nams lhun po shes rab rgyal mtshan","bsod nams lhun po shes rab rgyal mtshan",NULL,NULL,NULL,NULL
110,P00EGS1017865,NULL,"bsam gtan bzang po",en,NULL,"bsam gtan bzang po",བསམ་གཏན་བཟང་པོ།,"bsam gtan bzang po",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"bsam gtan bzang po","bsam gtan bzang po",NULL,NULL,NULL,NULL
111,P00EGS1017897,NULL,"bstan 'dzin",en,NULL,"bstan 'dzin",བསྟན་འཛིན།,"bstan 'dzin",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"bstan 'dzin","bstan 'dzin",NULL,NULL,NULL,NULL
112,P00EGS1017898,NULL,"skal bzang phun tshogs",en,NULL,"skal bzang phun tshogs",སྐལ་བཟང་ཕུན་ཚོགས།,"skal bzang phun tshogs",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"skal bzang phun tshogs","skal bzang phun tshogs",NULL,NULL,NULL,NULL
113,P00EGS1017899,NULL,"'jam dbyangs",en,NULL,"'jam dbyangs",འཇམ་དབྱངས།,"'jam dbyangs",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"'jam dbyangs","'jam dbyangs",NULL,NULL,NULL,NULL
114,P00EGS1017900,NULL,"sangs rgyas dbang 'dus",en,NULL,"sangs rgyas dbang 'dus",སངས་རྒྱས་དབང་འདུས།,"sangs rgyas dbang 'dus",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"sangs rgyas dbang 'dus","sangs rgyas dbang 'dus",NULL,NULL,NULL,NULL
115,P00EGS1017901,NULL,"hong ho",en,NULL,"hong ho",ཧོང་ཧོ།,"hong ho",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"hong ho","hong ho",NULL,NULL,NULL,NULL
116,P00EGS1017902,NULL,"gdugs dkar tshe ring",en,NULL,"gdugs dkar tshe ring",གདུགས་དཀར་ཚེ་རིང།,"gdugs dkar tshe ring",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"gdugs dkar tshe ring","gdugs dkar tshe ring",NULL,NULL,NULL,NULL
117,P00EGS1017939,NULL,"ka'o he ling",en,NULL,"ka'o he ling",ཀའོ་ཧེ་ལིང།,"ka'o he ling",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"ka'o he ling","ka'o he ling",NULL,NULL,NULL,NULL
118,P00EGS1017940,NULL,"hong wun hon",en,NULL,"hong wun hon",ཧོང་ཝུན་ཧོན།,"hong wun hon",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"hong wun hon","hong wun hon",NULL,NULL,NULL,NULL
119,P00EGS1017941,NULL,"chos 'phel",en,NULL,"chos 'phel",ཆོས་འཕེལ།,"chos 'phel",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"chos 'phel","chos 'phel",NULL,NULL,NULL,NULL
120,P00EGS1017942,NULL,"li tung ud",en,NULL,"li tung ud",ལི་ཏུང་ཨུད།,"li tung ud",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"li tung ud","li tung ud",NULL,NULL,NULL,NULL
121,P00EGS1017943,NULL,"bsod nams skyid",en,NULL,"bsod nams skyid",བསོད་ནམས་སྐྱིད།,"bsod nams skyid",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"bsod nams skyid","bsod nams skyid",NULL,NULL,NULL,NULL
122,P00EGS1017944,NULL,"bu phrug",en,NULL,"bu phrug",བུ་ཕྲུག།,"bu phrug",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"bu phrug","bu phrug",NULL,NULL,NULL,NULL
123,P00EGS1017945,NULL,"zla ba tshe ring",en,NULL,"zla ba tshe ring",ཟླ་བ་ཚེ་རིང།,"zla ba tshe ring",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"zla ba tshe ring","zla ba tshe ring",NULL,NULL,NULL,NULL
124,P00EGS1017946,NULL,"dpal zhi",en,NULL,"dpal zhi",དཔལ་ཞི།,"dpal zhi",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"dpal zhi","dpal zhi",NULL,NULL,NULL,NULL
125,P00EGS1017947,NULL,"rdo rje 'tsho",en,NULL,"rdo rje 'tsho",རྡོ་རྗེ་འཚོ།,"rdo rje 'tsho",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"rdo rje 'tsho","rdo rje 'tsho",NULL,NULL,NULL,NULL
126,P00EGS1017948,NULL,"gzungs 'dus skyid",en,NULL,"gzungs 'dus skyid",གཟུངས་འདུས་སྐྱིད།,"gzungs 'dus skyid",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"gzungs 'dus skyid","gzungs 'dus skyid",NULL,NULL,NULL,NULL
127,P00EGS1017949,NULL,"chos 'phel",en,NULL,"chos 'phel",ཆོས་འཕེལ།,"chos 'phel",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"chos 'phel","chos 'phel",NULL,NULL,NULL,NULL
129,P00EGS1017951,NULL,"skal bzang don grub",en,NULL,"skal bzang don grub",སྐལ་བཟང་དོན་གྲུབ།,"skal bzang don grub",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"skal bzang don grub","skal bzang don grub",NULL,NULL,NULL,NULL
130,P00EGS1017952,NULL,"sangs rgyas mkhar",en,NULL,"sangs rgyas mkhar",སངས་རྒྱས་མཁར།,"sangs rgyas mkhar",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"sangs rgyas mkhar","sangs rgyas mkhar",NULL,NULL,NULL,NULL
131,P00EGS1017967,NULL,"rab brtan",en,NULL,"rab brtan",རབ་བརྟན།,"rab brtan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"rab brtan","rab brtan",NULL,NULL,NULL,NULL
132,P00EGS1017968,NULL,"dkon mchog",en,NULL,"dkon mchog",དཀོན་མཆོག།,"dkon mchog",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"dkon mchog","dkon mchog",NULL,NULL,NULL,NULL
133,P00EGS1017969,NULL,"smyug brtse",en,NULL,"smyug brtse",སྨྱུག་བརྩེ།,"smyug brtse",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"smyug brtse","smyug brtse",NULL,NULL,NULL,NULL
134,P00EGS1017970,NULL,"bsod phun",en,NULL,"bsod phun",བསོད་ཕུན།,"bsod phun",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"bsod phun","bsod phun",NULL,NULL,NULL,NULL
135,P00EGS1017972,NULL,"dge 'dun rgyal mtshan",en,NULL,"dge 'dun rgyal mtshan",དགེ་འདུན་རྒྱལ་མཚན།,"dge 'dun rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"dge 'dun rgyal mtshan","dge 'dun rgyal mtshan",NULL,NULL,NULL,NULL
136,P00EGS1017973,NULL,"dpal 'byor rgyal mtshan",en,NULL,"dpal 'byor rgyal mtshan",དཔལ་འབྱོར་རྒྱལ་མཚན།,"dpal 'byor rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"dpal 'byor rgyal mtshan","dpal 'byor rgyal mtshan",NULL,NULL,NULL,NULL
137,P00EGS1017974,NULL,"dpal 'byor rin chen",en,NULL,"dpal 'byor rin chen",དཔལ་འབྱོར་རིན་ཆེན།,"dpal 'byor rin chen",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"dpal 'byor rin chen","dpal 'byor rin chen",NULL,NULL,NULL,NULL
138,P00EGS1017975,NULL,"ten ne",en,NULL,"ten ne",ཏེན་ནེ།,"ten ne",NULL,0,NULL,NULL,1217,0,NULL,NULL,,"ten ne","ten ne",NULL,NULL,NULL,NULL
139,P00EGS1017976,NULL,"skyab be",en,NULL,"skyab be",སྐྱབ་བེ།,"skyab be",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"skyab be","skyab be",NULL,NULL,NULL,NULL
140,P00EGS1017977,NULL,"mang skyid",en,NULL,"mang skyid",མང་སྐྱིད།,"mang skyid",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"mang skyid","mang skyid",NULL,NULL,NULL,NULL
141,P00EGS1018101,NULL,"gsall ba grags pa",en,NULL,"gsall ba grags pa",གསལལ་བ་གྲགས་པ།,"gsall ba grags pa",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"gsall ba grags pa","gsall ba grags pa",NULL,NULL,NULL,NULL
142,P00EGS1018102,NULL,"'phrin chos",en,NULL,"'phrin chos",འཕྲིན་ཆོས།,"'phrin chos",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"'phrin chos","'phrin chos",NULL,NULL,NULL,NULL
143,P00EGS1018103,NULL,"dwangs grung",en,NULL,"dwangs grung",དྭངས་གྲུང།,"dwangs grung",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"dwangs grung","dwangs grung",NULL,NULL,NULL,NULL
144,P00EGS1018104,NULL,"phur rdo",en,NULL,"phur rdo",ཕུར་རྡོ།,"phur rdo",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"phur rdo","phur rdo",NULL,NULL,NULL,NULL
145,P00EGS1018106,NULL,"zing po rje khri sangs sum",en,NULL,"zing po rje khri sangs sum",ཟིང་པོ་རྗེ་ཁྲི་སངས་སུམ།,"zing po rje khri sangs sum",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"zing po rje khri sangs sum","zing po rje khri sangs sum",NULL,NULL,NULL,NULL
146,P00EGS1018107,NULL,"thupten kunsang",en,NULL,"thub bstan kun bzang",ཐུབ་བསྟན་ཀུན་བཟང།,"thupten kunsang",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"thupten kunsang","thub bstan kun bzang",NULL,NULL,NULL,NULL
147,P00EGS1018108,NULL,"bkra shis sgrol ma",en,NULL,"bkra shis sgrol ma",བཀྲ་ཤིས་སྒྲོལ་མ།,"bkra shis sgrol ma",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"bkra shis sgrol ma","bkra shis sgrol ma",NULL,NULL,NULL,NULL
148,P00EGS1018109,NULL,"snying mo rgyal",en,NULL,"snying mo rgyal",སྙིང་མོ་རྒྱལ།,"snying mo rgyal",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"snying mo rgyal","snying mo rgyal",NULL,NULL,NULL,NULL
149,P00EGS109637,Purchok,"thub bstan byams pa tshul khrims bstan 'dzin",en,"phur lcog","thub bstan byams pa tshul khrims bstan 'dzin",ཐུབ་བསྟན་བྱམས་པ་ཚུལ་ཁྲིམས་བསྟན་འཛིན།,"The Fourth Purchok, thub bstan byams pa tshul khrims bstan 'dzin",NULL,0,,NULL,NULL,0,,NULL,,"The Fourth Purchok, thub bstan byams pa tshul khrims bstan 'dzin","phur lcog 04 thub bstan byams pa tshul khrims bstan 'dzin",04,NULL,NULL,
150,P00JR2402,NULL,"sangs rgyas rdo rje",en,NULL,"sangs rgyas rdo rje",སངས་རྒྱས་རྡོ་རྗེ།,"sangs rgyas rdo rje",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"sangs rgyas rdo rje","sangs rgyas rdo rje",NULL,NULL,NULL,NULL
151,P00JR2403,NULL,"nam mkha' bkra shis",en,NULL,"nam mkha' bkra shis",ནམ་མཁའ་བཀྲ་ཤིས།,"nam mkha' bkra shis",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"nam mkha' bkra shis","nam mkha' bkra shis",NULL,NULL,NULL,NULL
152,P00JR2404,NULL,"bkra shis blo gros",en,NULL,"bkra shis blo gros",བཀྲ་ཤིས་བློ་གྲོས།,"bkra shis blo gros",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"bkra shis blo gros","bkra shis blo gros",NULL,NULL,NULL,NULL
153,P00JR2405,NULL,"byang chub rgyal mtshan",en,NULL,"byang chub rgyal mtshan",བྱང་ཆུབ་རྒྱལ་མཚན།,"byang chub rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"byang chub rgyal mtshan","byang chub rgyal mtshan",NULL,NULL,NULL,NULL
154,P00JR2406,NULL,"chos nyid rang grol",en,NULL,"chos nyid rang grol",ཆོས་ཉིད་རང་གྲོལ།,"chos nyid rang grol",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"chos nyid rang grol","chos nyid rang grol",NULL,NULL,NULL,NULL
156,P00JR689,NULL,"mdo sngags bstan 'dzin",en,NULL,"mdo sngags bstan 'dzin",མདོ་སྔགས་བསྟན་འཛིན།,"mdo sngags bstan 'dzin",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"mdo sngags bstan 'dzin","mdo sngags bstan 'dzin",NULL,NULL,NULL,NULL
157,P00JR822,NULL,"kun bzang stobs chen",en,NULL,"kun bzang stobs chen",ཀུན་བཟང་སྟོབས་ཆེན།,"kun bzang stobs chen",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"kun bzang stobs chen","kun bzang stobs chen",NULL,NULL,NULL,NULL
158,P00JR884,NULL,"u rgyan lhun grub",en,NULL,"u rgyan lhun grub",ཨུ་རྒྱན་ལྷུན་གྲུབ།,"u rgyan lhun grub",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"u rgyan lhun grub","u rgyan lhun grub",NULL,NULL,NULL,NULL
159,P00KG010,NULL,"'chi med tshe ring",en,NULL,"'chi med tshe ring",འཆི་མེད་ཚེ་རིང།,"'chi med tshe ring",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"'chi med tshe ring","'chi med tshe ring",NULL,NULL,NULL,NULL
160,P00KG010086,NULL,"pad+ma 'phrin las gling pa",en,NULL,"pad+ma 'phrin las gling pa",པདྨ་འཕྲིན་ལས་གླིང་པ།,"pad+ma 'phrin las gling pa",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"pad+ma 'phrin las gling pa","pad+ma 'phrin las gling pa",NULL,NULL,NULL,NULL
161,P00KG010087,NULL,"ra chung 'phrin lo",en,NULL,"ra chung 'phrin lo",ར་ཆུང་འཕྲིན་ལོ།,"ra chung 'phrin lo",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"ra chung 'phrin lo","ra chung 'phrin lo",NULL,NULL,NULL,NULL
162,P00KG010088,NULL,"bsod nams sgrol ma",en,NULL,"bsod nams sgrol ma",བསོད་ནམས་སྒྲོལ་མ།,"bsod nams sgrol ma",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"bsod nams sgrol ma","bsod nams sgrol ma",NULL,NULL,NULL,NULL
163,P00KG010091,NULL,"tashi tsering",bo-x-ewts,NULL,"bkra shis tshe ring",བཀྲ་ཤིས་ཚེ་རིང།,"tashi tsering",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"tashi tsering","bkra shis tshe ring",NULL,NULL,NULL,NULL
164,P00KG010094,NULL,"damchoe chophel",bo-x-ewts,NULL,"dam chos chos 'phel",དམ་ཆོས་ཆོས་འཕེལ།,"damchoe chophel",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"damchoe chophel","dam chos chos 'phel",NULL,NULL,NULL,NULL
165,P00KG010267,NULL,"snying dkar rgyal",en,NULL,"snying dkar rgyal",སྙིང་དཀར་རྒྱལ།,"snying dkar rgyal",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"snying dkar rgyal","snying dkar rgyal",NULL,NULL,NULL,NULL
166,P00KG010268,NULL,"ban de skyabs",en,NULL,"ban de skyabs",བན་དེ་སྐྱབས།,"ban de skyabs",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"ban de skyabs","ban de skyabs",NULL,NULL,NULL,NULL
167,P00KG01064,NULL,"tshe ring 'bum",en,NULL,"tshe ring 'bum",ཚེ་རིང་འབུམ།,"tshe ring 'bum",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"tshe ring 'bum","tshe ring 'bum",NULL,NULL,NULL,NULL
168,P00KG01065,NULL,"dbang drag rdo rje",en,NULL,"dbang drag rdo rje",དབང་དྲག་རྡོ་རྗེ།,"dbang drag rdo rje",1973,0,NULL,NULL,NULL,0,NULL,NULL,M,"dbang drag rdo rje","dbang drag rdo rje",NULL,NULL,NULL,NULL
169,P00KG01086,NULL,"pad+ma tshe ring",en,NULL,"pad+ma tshe ring",པདྨ་ཚེ་རིང།,"pad+ma tshe ring",1958,0,NULL,NULL,NULL,0,NULL,NULL,,"pad+ma tshe ring","pad+ma tshe ring",NULL,NULL,NULL,NULL
170,P00KG011,NULL,"'jam dbyangs blo gros",en,NULL,"'jam dbyangs blo gros",འཇམ་དབྱངས་བློ་གྲོས།,"'jam dbyangs blo gros",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"'jam dbyangs blo gros","'jam dbyangs blo gros",NULL,NULL,NULL,NULL
171,P00KG012,NULL,"ngag dbang zla grags",en,NULL,"ngag dbang zla grags",ངག་དབང་ཟླ་གྲགས།,"ngag dbang zla grags",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"ngag dbang zla grags","ngag dbang zla grags",NULL,NULL,NULL,NULL
172,P00KG014,NULL,"'tsho byed thogs med",en,NULL,"'tsho byed thogs med",འཚོ་བྱེད་ཐོགས་མེད།,"'tsho byed thogs med",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"'tsho byed thogs med","'tsho byed thogs med",NULL,NULL,NULL,NULL
173,P00KG0160,NULL,"bkra shis chos lung",en,NULL,"bkra shis chos lung",བཀྲ་ཤིས་ཆོས་ལུང།,"bkra shis chos lung",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"bkra shis chos lung","bkra shis chos lung",NULL,NULL,NULL,NULL
174,P00KG0161,NULL,"dgon gnas rgyal",en,NULL,"dgon gnas rgyal",དགོན་གནས་རྒྱལ།,"dgon gnas rgyal",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"dgon gnas rgyal","dgon gnas rgyal",NULL,NULL,NULL,NULL
175,P00KG01611,NULL,mahakaruna,bo-x-ewts,NULL,mahakaruna,མཧཀརུན།,mahakaruna,NULL,0,NULL,NULL,NULL,0,NULL,NULL,,mahakaruna,mahakaruna,NULL,NULL,NULL,NULL
177,P00KG019,NULL,"'od zer rgya mtsho",en,NULL,"'od zer rgya mtsho",འོད་ཟེར་རྒྱ་མཚོ།,"'od zer rgya mtsho",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"'od zer rgya mtsho","'od zer rgya mtsho",NULL,NULL,NULL,NULL
178,P00KG0217,NULL,"grags pa rgyal mtshan",en,NULL,"grags pa rgyal mtshan",གྲགས་པ་རྒྱལ་མཚན།,"grags pa rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"grags pa rgyal mtshan","grags pa rgyal mtshan",NULL,NULL,NULL,NULL
179,P00KG0218,NULL,"mnyam med dmu la 'dul ba",en,NULL,"mnyam med dmu la 'dul ba",མཉམ་མེད་དམུ་ལ་འདུལ་བ།,"mnyam med dmu la 'dul ba",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"mnyam med dmu la 'dul ba","mnyam med dmu la 'dul ba",NULL,NULL,NULL,NULL
180,P00KG0221,NULL,"rin chen rgyal mtshan",en,NULL,"rin chen rgyal mtshan",རིན་ཆེན་རྒྱལ་མཚན།,"rin chen rgyal mtshan",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"rin chen rgyal mtshan","rin chen rgyal mtshan",NULL,NULL,NULL,NULL
181,P00KG0222,NULL,"nyi ri shel bzhin",en,NULL,"nyi ri shel bzhin",ཉི་རི་ཤེལ་བཞིན།,"nyi ri shel bzhin",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"nyi ri shel bzhin","nyi ri shel bzhin",NULL,NULL,NULL,NULL
182,P00KG02332,NULL,"dbang rgyal",en,NULL,"dbang rgyal",དབང་རྒྱལ།,"dbang rgyal",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"dbang rgyal","dbang rgyal",NULL,NULL,NULL,NULL
183,P00KG02657,NULL,"pel ldan gnas drug",en,NULL,"pal ldan gnas drug",པལ་ལྡན་གནས་དྲུག།,"pel ldan gnas drug",NULL,0,NULL,NULL,NULL,0,NULL,NULL,M,"pel ldan gnas drug","pal ldan gnas drug",NULL,NULL,NULL,NULL
184,P00KG02659,NULL,"d+harma gzi brjid",en,NULL,"d+harma gzi brjid",དྷརྨ་གཟི་བརྗིད།,"d+harma gzi brjid",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"d+harma gzi brjid","d+harma gzi brjid",NULL,NULL,NULL,NULL
185,P00KG02663,NULL,"ta thA ga ta rak+Shi ta",en,NULL,"ta thA ga ta rak+Shi ta",ཏ་ཐཱ་ག་ཏ་རཀྵི་ཏ།,"ta thA ga ta rak+Shi ta",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"ta thA ga ta rak+Shi ta","ta thA ga ta rak+Shi ta",NULL,NULL,NULL,NULL
186,P00KG02664,NULL,"ri sul gyi rnal 'byor ma",en,NULL,"ri sul gyi rnal 'byor ma",རི་སུལ་གྱི་རྣལ་འབྱོར་མ།,"ri sul gyi rnal 'byor ma",NULL,0,NULL,NULL,NULL,0,NULL,NULL,F,"ri sul gyi rnal 'byor ma","ri sul gyi rnal 'byor ma",NULL,NULL,NULL,NULL
187,P00KG02741,NULL,"rnam thar rgyal",en,NULL,"rnam thar rgyal",རྣམ་ཐར་རྒྱལ།,"rnam thar rgyal",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"rnam thar rgyal","rnam thar rgyal",NULL,NULL,NULL,NULL
188,P00KG02742,NULL,"blo bzang don grub",en,NULL,"blo bzang don grub",བློ་བཟང་དོན་གྲུབ།,"blo bzang don grub",NULL,0,NULL,NULL,NULL,0,NULL,NULL,,"blo bzang don grub","blo bzang don grub",NULL,NULL,NULL,NULL
