TOL ID,TBRC RID,Primary title,Primary name,Wylie title,Wylie name,Wylie script,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,HAR URL,Name display phonetic,Name display Wylie,Ordinal,Wikidata ID
2521,P1253,Rongpo Drubchen,Lobzang Trinle Lungtok Gyatso,rong po grub chen,blo bzang 'phrin las lung rtogs rgya mtsho,བློ་བཟང་འཕྲིན་ལས་ལུང་རྟོགས་རྒྱ་མཚོ།,1916,0,,NULL,1978,0,,NULL,M,,"The Seventh Rongwo Drubchen, Lobzang Trinle Lungtok Gyatso",rong po grub chen 07 blo bzang 'phrin las lung rtogs rgya mtsho,7,NULL
2523,P1255,Ganden Tripa,Ngawang Chokyi Gyeltsen,dga' ldan khri pa,ngag dbang chos kyi rgyal mtshan,ངག་དབང་ཆོས་ཀྱི་རྒྱལ་མཚན།,1575,0,,NULL,1629,0,,NULL,M,,"The Thirty-Fourth Ganden Tripa, Ngawang Chokyi Gyeltsen",dga' ldan khri pa 34 ngag dbang chos kyi rgyal mtshan,34,NULL
2527,P1259,Zhabdrung Karpo,Ngawang Chokdrub Tenpai Gyeltsen,zhabs drung dkar po,ngag dbang mchog grub bstan pa'i rgyal mtshan,ངག་དབང་མཆོག་གྲུབ་བསྟན་པའི་རྒྱལ་མཚན།,1832,0,,NULL,1872,0,,NULL,M,,"The Sixth Zhabdrung Karpo, Ngawang Chokdrub Tenpai Gyeltsen",zhabs drung dkar po 06 ngag dbang mchog grub bstan pa'i rgyal mtshan,6,NULL
2539,P127,,Pakmodrupa Dorje Gyelpo,,phag mo gru pa rdo rje rgyal po,ཕག་མོ་གྲུ་པ་རྡོ་རྗེ་རྒྱལ་པོ།,1110,0,,NULL,1170,0,,NULL,M,http://www.himalayanart.org/search/set.cfm?setID=956,Pakmodrupa Dorje Gyelpo,phag mo gru pa rdo rje rgyal po,NULL,NULL
2541,P1271,,Takla Norbu,,stag bla nor bu,སྟག་བླ་ནོར་བུ།,1889,0,,NULL,1958,0,,NULL,M,,Takla Norbu,stag bla nor bu,NULL,NULL
2561,P129,,Lobpon Tsilungpa,,slob dpon rtsi lung pa,སློབ་དཔོན་རྩི་ལུང་པ།,NULL,0,,46,NULL,0,,48,M,,Lobpon Tsilungpa,slob dpon rtsi lung pa,NULL,NULL
2577,P1303,,Drakpa Sherab,,grags pa shes rab,གྲགས་པ་ཤེས་རབ།,1259,0,,NULL,1325,0,,NULL,M,,Drakpa Sherab,grags pa shes rab,NULL,NULL
2578,P1304,,Zeu Drakpa Tsondru,,ze'u grags pa brtson 'grus,ཟེའུ་གྲགས་པ་བརྩོན་འགྲུས།,1253,0,,NULL,1316,0,,NULL,M,,Zeu Drakpa Tsondru,ze'u grags pa brtson 'grus,NULL,NULL
2584,P131,,Won Sherab Jungne,,dbon shes rab 'byung gnas,དབོན་ཤེས་རབ་འབྱུང་གནས།,1187,0,,NULL,1241,0,,NULL,M,,Won Sherab Jungne,dbon shes rab 'byung gnas,NULL,NULL
2589,P1314,NULL,Katokpa Dampa Deshek,NULL,kaH thog pa dam pa bde gshegs,ཀཿ་ཐོག་པ་དམ་པ་བདེ་གཤེགས།,1122,0,,NULL,1192,0,,NULL,M,,Katokpa Dampa Deshek,kaH thog pa dam pa bde gshegs,NULL,NULL
2591,P1316,,Neuzurpa Yeshe Bar,,sne'u zur pa ye shes 'bar,སྣེའུ་ཟུར་པ་ཡེ་ཤེས་འབར།,1042,0,,NULL,1118,0,,NULL,M,,Neuzurpa Yeshe Bar,sne'u zur pa ye shes 'bar,NULL,NULL
2592,P1317,Lelung Jedrung,Drubchen Namkha Gyeltsen,sle lung rje drung,grub chen nam mkha' rgyal mtshan,གྲུབ་ཆེན་ནམ་མཁའ་རྒྱལ་མཚན།,1326,0,,NULL,1401,0,,NULL,M,,"The First Lelung Jedrung, Drubchen Namkha Gyeltsen",sle lung rje drung 01 grub chen nam mkha' rgyal mtshan,1,NULL
2593,P1318,,Shupu Namkha Sengge,,shud phu nam mkha' seng+ge,ཤུད་ཕུ་ནམ་མཁའ་སེངྒེ།,NULL,0,,45,NULL,0,,48,M,,Shupu Namkha Sengge,shud phu nam mkha' seng+ge,NULL,NULL
2595,P132,,Chennga Drakpa Jungne,,spyan snga grags pa 'byung gnas,སྤྱན་སྔ་གྲགས་པ་འབྱུང་གནས།,1175,0,,NULL,1255,0,,NULL,M,,Chennga Drakpa Jungne,spyan snga grags pa 'byung gnas,NULL,NULL
2598,P1322,,Gonpawa Wangchuk Gyeltsen,,dgon pa ba dbang phyug rgyal mtshan,དགོན་པ་བ་དབང་ཕྱུག་རྒྱལ་མཚན།,1016,0,,NULL,1083,0,,NULL,M,,Gonpawa Wangchuk Gyeltsen,dgon pa ba dbang phyug rgyal mtshan,NULL,NULL
2606,P133,,Ngoje Repa,,ngo rje ras pa,ངོ་རྗེ་རས་པ།,NULL,0,,46,NULL,0,,48,M,,Ngoje Repa,ngo rje ras pa,NULL,NULL
2638,P136,,Duldzinpa Takmapa Kawa Darseng,,dul 'dzin pa thag ma baka ba dar seng,འདུལ་འཛིན་པ་ཐག་མ་བཀ་བ་དར་སེང།,NULL,0,,46,NULL,0,,NULL,M,,Duldzinpa Takmapa Kawa Darseng,dul 'dzin pa thag ma baka ba dar seng,NULL,NULL
2639,P1360,,Karma Ngedon Tendzin Trinle Rabgye,,karma nges don bstan 'dzin 'phrin las rab rgyas,ཀརྨ་ངེས་དོན་བསྟན་འཛིན་འཕྲིན་ལས་རབ་རྒྱས།,1770,0,,NULL,NULL,0,,NULL,M,,Karma Ngedon Tendzin Trinle Rabgye,karma nges don bstan 'dzin 'phrin las rab rgyas,NULL,NULL
2640,P1361,,Karma Ngelek Tendzin Trinle Rabgye,,ka+rma nges legs bstan 'dzin phrin las rab rgyas,ཀྲམ་ངེས་ལེགས་བསྟན་འཛིན་ཕྲིན་ལས་རབ་རྒྱས།,1700,0,,NULL,1768,1,,NULL,M,,Karma Ngelek Tendzin Trinle Rabgye,ka+rma nges legs bstan 'dzin phrin las rab rgyas,NULL,NULL
2661,P1380,Gyeltsab,Peljor Dondrub,rgyal tshab,dpal 'byor don grub,དཔལ་འབྱོར་དོན་གྲུབ།,1427,0,,NULL,1489,0,,NULL,M,,"The First Gyeltsab, Peljor Dondrub",rgyal tshab 01 dpal 'byor don grub,1,NULL
2662,P1382,Karmapa,Choying Dorje,karma pa,chos dbyings rdo rje,ཆོས་དབྱིངས་རྡོ་རྗེ།,1604,0,,NULL,1674,0,,NULL,M,,"The Tenth Karmapa, Choying Dorje",karma pa 10 chos dbyings rdo rje,10,NULL
2665,P1385,Pawo,Tsuklak Gyatso,dpa' bo,gtsug lag rgya mtsho,གཙུག་ལག་རྒྱ་མཚོ།,1567,0,,NULL,1630,0,1633,NULL,M,,"The Third Pawo, Tsuklak Gyatso",dpa' bo 03 gtsug lag rgya mtsho,3,NULL
2670,P139,,Dolpopa Sherab Gyeltsen,,dol po pa shes rab rgyal mtshan,དོལ་པོ་པ་ཤེས་རབ་རྒྱལ་མཚན།,1292,0,,NULL,1361,0,,NULL,M,http://www.himalayanart.org/search/set.cfm?setID=1595,Dolpopa Sherab Gyeltsen,dol po pa shes rab rgyal mtshan,NULL,NULL
2683,P1400,Karmapa,Dusum Khyenpa,karma pa,dus gsum mkhyen pa,དུས་གསུམ་མཁྱེན་པ།,1110,0,,NULL,1193,0,,NULL,M,,"The First Karmapa, Dusum Khyenpa",karma pa 01 dus gsum mkhyen pa,1,NULL
2712,P1428,,Tāranātha,,tA ra nA tha,ཏཱ་ར་ནཱ་ཐ།,1575,0,,NULL,1634,0,,NULL,M,,Tāranātha,tA ra nA tha,NULL,NULL
2720,P1435,Derge King,Sonam Puntsok,sde dge rgyal po,bsod nams phun tshogs,བསོད་ནམས་ཕུན་ཚོགས།,NULL,0,,NULL,1714,0,,NULL,M,,"The Ninth Derge King, Sonam Puntsok",sde dge rgyal po 09 bsod nams phun tshogs,9,NULL
2730,P1445,Gangkar Lama,Karma Shedrub Chokyi Sengge,gangs dkar bla ma,karma bshad sgrub chos kyi seng ge,ཀརྨ་བཤད་སྒྲུབ་ཆོས་ཀྱི་སེང་གེ།,1892,0,,NULL,1957,0,,NULL,M,,"The Ninth Gangkar Lama, Karma Shedrub Chokyi Sengge",gangs dkar bla ma 09 karma bshad sgrub chos kyi seng ge,9,NULL
2733,P1448,,Orgyenpa Rinchen Pel,,o rgyan pa rin chen dpal,ཨོ་རྒྱན་པ་རིན་ཆེན་དཔལ།,1229,0,,NULL,1309,0,,NULL,M,,Orgyenpa Rinchen Pel,o rgyan pa rin chen dpal,NULL,NULL
2740,P1454,,Yungton Dorje Pel,,g.yung ston rdo rje dpal,གཡུང་སྟོན་རྡོ་རྗེ་དཔལ།,1284,0,,NULL,1365,0,,NULL,M,http://www.himalayanart.org/search/set.cfm?setID=974,Yungton Dorje Pel,g.yung ston rdo rje dpal,NULL,NULL
2755,P1468,Tongkhor,Ngawang Sonam Gyatso,stong 'khor,ngag dbang bsod nams rgya mtsho,ངག་དབང་བསོད་ནམས་རྒྱ་མཚོ།,1684,0,,NULL,1752,0,,NULL,M,,"The Fifth Tongkhor, Ngawang Sonam Gyatso",stong 'khor 05 ngag dbang bsod nams rgya mtsho,5,NULL
2758,P1470,Jamyang Zhepa,Kelzang Tubten Wangchuk,jam dbyangs bzhad pa,skal bzang thub bstan dbang   phyug,སྐལ་བཟང་ཐུབ་བསྟན་དབང་ཕྱུག།,1856,0,,NULL,1916,0,,NULL,M,,"The Fourth Jamyang Zhepa, Kelzang Tubten Wangchuk",jam dbyangs bzhad pa 04 skal bzang thub bstan dbang   phyug,4,NULL
2774,P1485,,Chokyi Gyelpo,,chos kyi rgyal po,ཆོས་ཀྱི་རྒྱལ་པོ།,1335,0,,NULL,1407,0,,NULL,M,,Chokyi Gyelpo,chos kyi rgyal po,NULL,NULL
2776,P1487,Karmapa,Karma Pakshi,karma pa,karma pak+Shi,ཀརྨ་པཀྵི།,1204,0,,NULL,1283,0,,NULL,M,http://www.himalayanart.org/search/set.cfm?setID=1003,"The Second Karmapa, Karma Pakshi",karma pa 02 karma pak+Shi,2,NULL
2780,P1490,,Sonam Bumpa,,bsod nams 'bum pa,བསོད་ནམས་འབུམ་པ།,1222,0,,NULL,1282,0,,NULL,M,,Sonam Bumpa,bsod nams 'bum pa,NULL,NULL
2781,P1492,,Jampa Bum,,byams pa 'bum,བྱམས་པ་འབུམ།,1179,0,,NULL,1252,0,,NULL,M,,Jampa Bum,byams pa 'bum,NULL,NULL
2784,P1495,Jamyang Zhepa,Lobzang Jamyang Yeshe Tenpai Gyeltsen,jam dbyangs bzhad pa,blo bzang 'jam dbyangs ye shes   bstan pa'i rgyal mtshan,བློ་བཟང་འཇམ་དབྱངས་ཡེ་ཤེས་བསྟན་པའི་རྒྱལ་མཚན།,1916,0,,NULL,1947,0,,NULL,M,,"The Fifth Jamyang Zhepa, Lobzang Jamyang Yeshe Tenpai Gyeltsen",jam dbyangs bzhad pa 05 blo bzang 'jam dbyangs ye shes   bstan pa'i rgyal mtshan,5,NULL
2787,P1498,Amchok,Jamyang Khyenrab Gyatso,a mchog,jam dbyangs mkhyen rab rgya mtsho,འཇམ་དབྱངས་མཁྱེན་རབ་རྒྱ་མཚོ།,1849,0,,NULL,1944,0,,NULL,M,,"The Third Amchok, Jamyang Khyenrab Gyatso",a mchog 03 'jam dbyangs mkhyen rab rgya mtsho,3,NULL
2788,P1499,NULL,Jigme Trinle Gyatso,NULL,jigs med 'phrin las rgya mtsho,འཇིགས་མེད་འཕྲིན་ལས་རྒྱ་མཚོ།,1866,0,,NULL,1948,0,,NULL,M,,Jigme Trinle Gyatso,jigs med 'phrin las rgya mtsho,NULL,NULL
2789,P15,,Nyo Gyelwa Lhanangpa Sanggye Rinchen,,gnyos rgyal ba lha nang pa sangs rgyas rin chen,གཉོས་རྒྱལ་བ་ལྷ་ནང་པ་སངས་རྒྱས་རིན་ཆེན།,1164,0,,NULL,1224,0,,NULL,M,,Nyo Gyelwa Lhanangpa Sanggye Rinchen,gnyos rgyal ba lha nang pa sangs rgyas rin chen,NULL,NULL
2790,P150,,Yonten Gyatso,,yon tan rgya mtsho,ཡོན་ཏན་རྒྱ་མཚོ།,1260,0,,NULL,1327,0,,NULL,M,,Yonten Gyatso,yon tan rgya mtsho,NULL,NULL
2791,P1500,,Tsonawa Sherab Zangpo,,mtsho sna ba shes rab bzang po,མཚོ་སྣ་བ་ཤེས་རབ་བཟང་པོ།,NULL,0,,50,NULL,0,,52,M,,Tsonawa Sherab Zangpo,mtsho sna ba shes rab bzang po,NULL,NULL
2798,P1507,,Kunden Repa,,kun ldan ras pa,ཀུན་ལྡན་རས་པ།,1148,0,,NULL,1217,0,,NULL,M,,Kunden Repa,kun ldan ras pa,NULL,NULL
2799,P1508,NULL,Tropu Gyeltsa Rinchen Gon,NULL,khro phu rgyal tsha rin chen mgon,ཁྲོ་ཕུ་རྒྱལ་ཚ་རིན་ཆེན་མགོན།,1118,0,NULL,NULL,1195,0,NULL,NULL,M,,Tropu Gyeltsa Rinchen Gon,khro phu rgyal tsha rin chen mgon,NULL,NULL
2801,P151,,Sabzang Mati Paṇchen Lodro Gyeltsen,,sa bzang ma ti paN chen blo gros rgyal mtshan,ས་བཟང་མ་ཏི་པཎ་ཆེན་བློ་གྲོས་རྒྱལ་མཚན།,1294,0,,NULL,1376,0,,NULL,M,,Sabzang Mati Paṇchen Lodro Gyeltsen,sa bzang ma ti paN chen blo gros rgyal mtshan,NULL,NULL
2803,P1511,NULL,Jangsem Gyelwa Yeshe ,NULL,byang sems rgyal ba ye shes,བྱང་སེམས་རྒྱལ་བ་ཡེ་ཤེས།,1247,0,NULL,NULL,1320,0,NULL,NULL,M,,Jangsem Gyelwa Yeshe ,byang sems rgyal ba ye shes,NULL,NULL
2806,P1514,,Kodrakpa Sonam Gyeltsen,,ko brag pa bsod nams rgyal mtshan,ཀོ་བྲག་པ་བསོད་ནམས་རྒྱལ་མཚན།,1182,1,,NULL,1261,0,,NULL,M,,Kodrakpa Sonam Gyeltsen,ko brag pa bsod nams rgyal mtshan,NULL,NULL
2810,P1518,,Śākyaśrībhadra,,shAkya shrI b+ha dra,ཤཱཀྱ་ཤྲཱི་བྷ་དྲ།,1127,0,,NULL,1225,0,,NULL,M,http://www.himalayanart.org/image.cfm/85713.html,Śākyaśrībhadra,shAkya shrI b+ha dra,NULL,NULL
2812,P152,,Chokle Namgyel,,phyogs las rnam rgyal,ཕྱོགས་ལས་རྣམ་རྒྱལ།,1306,0,,NULL,1386,0,,NULL,M,,Chokle Namgyel,phyogs las rnam rgyal,NULL,NULL
2814,P1521,Ganden Tripa,Tenzin Lekshe,dga' ldan khri pa,bstan 'dzin legs bshad,བསྟན་འཛིན་ལེགས་བཤད།,NULL,0,,NULL,1664,0,,NULL,M,,"The Thirty-Sixth Ganden Tripa, Tenzin Lekshe",dga' ldan khri pa 36 bstan 'dzin legs bshad,36,NULL
2816,P1523,,Lachen Gongpa Rabsel,,bla chen dgongs pa rab gsal,བླ་ཆེན་དགོངས་པ་རབ་གསལ།,832,1,,NULL,915,1,,NULL,M,,Lachen Gongpa Rabsel,bla chen dgongs pa rab gsal,NULL,NULL
2819,P1526,Ganden Tripa,Yeshe Tardo,dga' ldan khri pa,ye shes thar 'dod,ཡེ་ཤེས་ཐར་འདོད།,1756,0,,NULL,1829,0,1830,NULL,M,,"The Seventy-First Ganden Tripa, Yeshe Tardo",dga' ldan khri pa 71 ye shes thar 'dod,71,NULL
2823,P153,,Jonang Lotsāwa Lodro Pel,,jo nang lo tsA ba blo gros dpal,ཇོ་ནང་ལོ་ཙཱ་བ་བློ་གྲོས་དཔལ།,1299,0,,NULL,1354,0,,NULL,M,,Jonang Lotsāwa Lodro Pel,jo nang lo tsA ba blo gros dpal,NULL,NULL
2845,P155,,Buton Rinchen Drub,,bu ston rin chen grub,བུ་སྟོན་རིན་ཆེན་གྲུབ།,1290,0,,NULL,1364,0,,NULL,M,,Buton Rinchen Drub,bu ston rin chen grub,NULL,NULL
2854,P1558,,Dondrub Rinchen,,don grub rin chen,དོན་གྲུབ་རིན་ཆེན།,1309,0,,NULL,1385,0,,NULL,M,,Dondrub Rinchen,don grub rin chen,NULL,NULL
2866,P1569,Ngor Khenchen,Jamyang Sherab Gyatso,ngor mkhan chen,jam dbyangs shes rab rgya mtsho,འཇམ་དབྱངས་ཤེས་རབ་རྒྱ་མཚོ།,1396,1,,NULL,1474,0,,NULL,M,,"The Third Ngor Khenchen, Jamyang Sherab Gyatso",ngor mkhan chen 03 'jam dbyangs shes rab rgya mtsho,3,NULL
2871,P1573,Ganden Tripa,Gendun Tenpa Dargye,dga' ldan khri pa,dge 'dun bstan pa dar rgyas,དགེ་འདུན་བསྟན་པ་དར་རྒྱས།,1493,0,,NULL,1568,0,,NULL,M,,"The Twenty-Second Ganden Tripa, Gendun Tenpa Dargye",dga' ldan khri pa 22 dge 'dun bstan pa dar rgyas,22,NULL
2872,P1574,Ganden Tripa,Lodro Gyatso,dga' ldan khri pa,blo gros rgya mtsho,བློ་གྲོས་རྒྱ་མཚོ།,1635,0,,NULL,1688,0,,NULL,M,,"The Forty-Fourth Ganden Tripa, Lodro Gyatso",dga' ldan khri pa 44 blo gros rgya mtsho,44,NULL
2882,P1583,,Longchenpa Drime Wozer,,klong chen pa dri med 'od zer,ཀློང་ཆེན་པ་དྲི་མེད་འོད་ཟེར།,1308,0,,NULL,1364,0,,NULL,M,,Longchenpa Drime Wozer,klong chen pa dri med 'od zer,NULL,NULL
2891,P1591,,Duldzin Drakpa Gyeltsen,,dul 'dzin grags pa rgyal mtshan,འདུལ་འཛིན་གྲགས་པ་རྒྱལ་མཚན།,1374,0,,NULL,1434,0,,NULL,M,,Duldzin Drakpa Gyeltsen,dul 'dzin grags pa rgyal mtshan,NULL,NULL
2896,P1597,,Jamyang Donyo Pelden,,jam dbyangs don yod dpal ldan,འཇམ་དབྱངས་དོན་ཡོད་དཔལ་ལྡན།,1445,0,,NULL,1524,0,,NULL,M,,Jamyang Donyo Pelden,jam dbyangs don yod dpal ldan,NULL,NULL
2899,P16,,Jikten Gonpo Rinchen Pel,,jig rten mgon po rin chen dpal,འཇིག་རྟེན་མགོན་པོ་རིན་ཆེན་དཔལ།,1143,0,,NULL,1217,0,,NULL,M,http://www.himalayanart.org/image.cfm?icode=1034,Jikten Gonpo Rinchen Pel,jig rten mgon po rin chen dpal,NULL,NULL
2912,P1611,Ganden Tripa,Lobzang Nyima,dga' ldan khri pa,blo bzang nyi ma,བློ་བཟང་ཉི་མ།,1439,0,,NULL,1492,0,,NULL,M,,"The Ninth Ganden Tripa, Lobzang Nyima",dga' ldan khri pa 09 blo bzang nyi ma,9,NULL
2915,P1614,,Drakpa Gyeltsen,,grags pa rgyal mtshan,གྲགས་པ་རྒྱལ་མཚན།,1147,0,,NULL,1216,0,,NULL,M,http://www.himalayanart.org/search/set.cfm?setID=317,Drakpa Gyeltsen,grags pa rgyal mtshan,NULL,NULL
2916,P1615,,Sachen Kunga Nyingpo,,sa chen kun dga' snying po,ས་ཆེན་ཀུན་དགའ་སྙིང་པོ།,1092,0,,NULL,1158,0,,NULL,M,http://www.himalayanart.org/search/set.cfm?setID=324,Sachen Kunga Nyingpo,sa chen kun dga' snying po,NULL,NULL
2919,P1618,,Sonam Tsemo,,bsod nams rtse mo,བསོད་ནམས་རྩེ་མོ།,1142,0,,NULL,1182,0,,NULL,M,http://www.himalayanart.org/search/search_results.cfm?is3D=0&figureMainID=1,Sonam Tsemo,bsod nams rtse mo,NULL,NULL
2926,P8LS13405,Tewo Lungzang Nangwa,Lobzang Samten,the bo lung bzang nang ba,blo bzang bsam gtan,བློ་བཟང་བསམ་གཏན།,1687,0,,NULL,1749,0,,NULL,M,,"The First Tewo Lungzang Nangwa, Lobzang Samten",the bo lung bzang nang ba 01 blo bzang bsam gtan,1,NULL
2931,P1629,NULL,Drakpa Shedrub,NULL,grags pa bshad sgrub,གྲགས་པ་བཤད་སྒྲུབ།,1675,0,,NULL,1748,0,,NULL,M,,Drakpa Shedrub,grags pa bshad sgrub,NULL,NULL
2943,P1640,,Konchok Gyatso,,dkon mchog rgya mtsho,དཀོན་མཆོག་རྒྱ་མཚོ།,1896,0,,NULL,1960,0,,NULL,M,,Konchok Gyatso,dkon mchog rgya mtsho,NULL,NULL
2945,P1642,,Sungrab Gyatso,,gsung rab rgya mtsho,གསུང་རབ་རྒྱ་མཚོ།,1896,0,,NULL,1982,0,,NULL,M,,Sungrab Gyatso,gsung rab rgya mtsho,NULL,NULL
2948,P1646,Tseten Zhabdrung,Jigme Rigpai Lodro,tshe tan zhabs drung,jigs med rigs pa'i blo gros,འཇིགས་མེད་རིགས་པའི་བློ་གྲོས།,1910,0,,NULL,1985,0,,NULL,M,,"The Sixth Tseten Zhabdrung, Jigme Rigpai Lodro",tshe tan zhabs drung 06 'jigs med rigs pa'i blo gros,6,NULL
2949,P1647,,Muge Samten Gyatso,,dmu dge bsam gtan rgya mtsho,དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོ།,1914,0,,NULL,1993,0,,NULL,M,,Muge Samten Gyatso,dmu dge bsam gtan rgya mtsho,NULL,NULL
2952,P165,Ganden Tripa,Gendun Rinchen Gyeltsen,dga' ldan khri pa,dge 'dun rin chen rgyal mtshan,དགེ་འདུན་རིན་ཆེན་རྒྱལ་མཚན།,1571,0,,NULL,1642,0,,NULL,M,,"The Thirty-Seventh Ganden Tripa, Gendun Rinchen Gyeltsen",dga' ldan khri pa 37 dge 'dun rin chen rgyal mtshan,37,NULL
2973,P1669,,Khyunggo Tsel,,khyung rgod rtsal,ཁྱུང་རྒོད་རྩལ།,1175,0,,NULL,NULL,0,,NULL,M,,Khyunggo Tsel,khyung rgod rtsal,NULL,NULL
2974,P167,,Shingza Paṇḍita Lobzang Dargye Gyatso,,shing bza'paN Di ta blo bzang dar rgyas rgya mtsho,ཤིང་བཟའཔཎ་ཌི་ཏ་བློ་བཟང་དར་རྒྱས་རྒྱ་མཚོ།,1752,0,,NULL,1824,0,,NULL,M,,Shingza Paṇḍita Lobzang Dargye Gyatso,shing bza'paN Di ta blo bzang dar rgyas rgya mtsho,NULL,NULL
2980,P1675,,Nyamme Sherab Gyeltsen,,mnyam med shes rab rgyal mtshan,མཉམ་མེད་ཤེས་རབ་རྒྱལ་མཚན།,1356,0,,NULL,1415,0,,NULL,M,,Nyamme Sherab Gyeltsen,mnyam med shes rab rgyal mtshan,NULL,NULL
2987,P1681,,Kundrol Drakpa,,kun grol grags pa,ཀུན་གྲོལ་གྲགས་པ།,NULL,0,,70,NULL,0,,71,M,,Kundrol Drakpa,kun grol grags pa,NULL,NULL
2996,P169,Jamyang Zhepa,Konchok Jigme Wangpo,jam dbyangs bzhad pa,dkon mchog 'jigs med dbang po,དཀོན་མཆོག་འཇིགས་མེད་དབང་པོ།,1728,0,,NULL,1791,0,,NULL,M,,"The Second Jamyang Zhepa, Konchok Jigme Wangpo",jam dbyangs bzhad pa 02 dkon mchog 'jigs med dbang po,2,NULL
2997,P1690,Yolmo Tulku,Tenzin Norbu,yol mo sprul sku,bstan 'dzin nor bu,བསྟན་འཛིན་ནོར་བུ།,1589,0,,NULL,1644,0,,NULL,M,,"The Third Yolmo Tulku, Tenzin Norbu",yol mo sprul sku 03 bstan 'dzin nor bu,3,NULL
3000,P1693,,Pema Lingpa,,pad+ma gling pa,པདྨ་གླིང་པ།,1450,0,,NULL,1521,0,,NULL,M,,Pema Lingpa,pad+ma gling pa,NULL,NULL
3006,P1699,,Ngari Paṇchen Pema Wanggyel,,mnga' ris paN chen pad+ma dbang rgyal,མང་རིས་པཎ་ཆེན་པདྨ་དབང་རྒྱལ།,1487,0,,NULL,1542,0,,NULL,M,,Ngari Paṇchen Pema Wanggyel,mnga' ris paN chen pad+ma dbang rgyal,NULL,NULL
3008,P170,Tukwan,Lobzang Chokyi Nyima,thu'u bkwan,blo bzang chos kyi nyi ma,བློ་བཟང་ཆོས་ཀྱི་ཉི་མ།,1737,0,,NULL,1802,0,,NULL,M,,"The Third Tukwan, Lobzang Chokyi Nyima",thu'u bkwan 03 blo bzang chos kyi nyi ma,3,NULL
3010,P1701,Dorje Drak Rigdzin,Lekden Dorje,rdo rje brag rig 'dzin,legs ldan rdo rje,ལེགས་ལྡན་རྡོ་རྗེ།,1452,0,,NULL,1565,0,,NULL,M,,"The Second Dorje Drak Rigdzin, Lekden Dorje",rdo rje brag rig 'dzin 02 legs ldan rdo rje,2,NULL
3020,P1710,Dzogchen Drubwang,Mingyur Namkhai Dorje,rdzogs chen grub dbang,mi 'gyur nam mkha'i rdo rje,མི་འགྱུར་ནམ་མཁའི་རྡོ་རྗེ།,1793,0,,NULL,1870,0,,NULL,M,,"The Fourth Dzogchen Drubwang, Mingyur Namkhai Dorje",rdzogs chen grub dbang 04 mi 'gyur nam mkha'i rdo rje,4,NULL
3028,P1718,NULL,Lodro Sengge,NULL,blo gros seng+ge,བློ་གྲོས་སེངྒེ།,1345,0,NULL,NULL,1390,0,NULL,NULL,M,,Lodro Sengge,blo gros seng+ge,NULL,NULL
3040,P1729,,Drakpa Gyeltsen,,grags pa rgyal mtshan,གྲགས་པ་རྒྱལ་མཚན།,1619,0,,NULL,1656,0,,NULL,M,,Drakpa Gyeltsen,grags pa rgyal mtshan,NULL,NULL
3049,P1737,Kirti,Lobzang Tenpai Gyeltsen,kirti,blo bzang bstan pa'i rgyal mtshan,བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།,1712,0,,NULL,1771,0,,NULL,M,,"The Fifth Kirti, Lobzang Tenpai Gyeltsen",kirti 05 blo bzang bstan pa'i rgyal mtshan,5,NULL
3061,P1748,Zhabdrung Karpo,Lobzang Tubten Gelek Gyeltsen,zhabs drung dkar po,blo bzang thub bstan dge legs rgyal mtshan,བློ་བཟང་ཐུབ་བསྟན་དགེ་ལེགས་རྒྱལ་མཚན།,1729,0,,NULL,1796,0,,NULL,M,,"The Fourth Zhabdrung Karpo, Lobzang Tubten Gelek Gyeltsen",zhabs drung dkar po 04 blo bzang thub bstan dge legs rgyal mtshan,4,NULL
3062,P1749,Zhabdrung Karpo,Ngawang Lobzang Tenpai Gyeltsen,zhabs drung dkar po,ngag dbang blo bzang bstan pa'i rgyal mtshan,ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།,1660,0,,NULL,1728,0,,NULL,M,,"The Third Zhabdrung Karpo, Ngawang Lobzang Tenpai Gyeltsen",zhabs drung dkar po 03 ngag dbang blo bzang bstan pa'i rgyal mtshan,3,NULL
3064,P1750,Amdo Zhamar,Ngawang Trinle,a mdo zhwa dmar,ngag dbang 'phrin las,ངག་དབང་འཕྲིན་ལས།,1661,0,,NULL,1726,0,,NULL,M,,"The First Amdo Zhamar, Ngawang Trinle",a mdo zhwa dmar 01 ngag dbang 'phrin las,1,NULL
