TOL ID,TBRC RID,Primary title,Primary name,Primary name encoding,Wylie title,Wylie name,Tibetan,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Display name English,Display name Wylie,Ordinal,Display name Tibetan,Wikidata ID,Lotsawa House URL,HAR URL
101,P00EGS1017625,,gung srong gung btsan,bo-x-ewts,,gung srong gung btsan,གུང་སྲོང་གུང་བཙན།,633,0,,,,0,,,,gung srong gung btsan,gung srong gung btsan,,གུང་སྲོང་གུང་བཙན།,,,
102,P00EGS1017626,,bsod nams rin chen,bo-x-ewts,,bsod nams rin chen,བསོད་ནམས་རིན་ཆེན།,,0,,,1839,0,,,,bsod nams rin chen,bsod nams rin chen,,བསོད་ནམས་རིན་ཆེན།,,,
103,P00EGS1017627,,gyi ljang dbu dkar ba,bo-x-ewts,,gyi ljang dbu dkar ba,གྱི་ལྗང་དབུ་དཀར་བ།,,0,,,,0,,,,gyi ljang dbu dkar ba,gyi ljang dbu dkar ba,,གྱི་ལྗང་དབུ་དཀར་བ།,,,
105,P00EGS1017634,,dgu khri thog sgra,bo-x-ewts,,dgu khri thog sgra,དགུ་ཁྲི་ཐོག་སྒྲ།,,0,,,,0,,,,dgu khri thog sgra,dgu khri thog sgra,,དགུ་ཁྲི་ཐོག་སྒྲ།,,,
106,P00EGS1017688,,vibhuticandra,en,,vibhuticandra,བི༹བྷུཏིཅནདྲ།,,0,,,,0,,,,vibhuticandra,vibhuticandra,,བི༹བྷུཏིཅནདྲ།,,,
107,P00EGS1017715,,arong jiacuo,en,,arong jiacuo,ཨརོང་ཇིཨཅུཨོ།,,0,,,,0,,,,arong jiacuo,arong jiacuo,,ཨརོང་ཇིཨཅུཨོ།,,,
108,P00EGS1017716,,maibo,en,,maibo,མཻབོ།,,0,,,,0,,,,maibo,maibo,,མཻབོ།,,,
109,P00EGS1017864,,bsod nams lhun po shes rab rgyal mtshan,bo-x-ewts,,bsod nams lhun po shes rab rgyal mtshan,བསོད་ནམས་ལྷུན་པོ་ཤེས་རབ་རྒྱལ་མཚན།,,0,,,,0,,,,bsod nams lhun po shes rab rgyal mtshan,bsod nams lhun po shes rab rgyal mtshan,,བསོད་ནམས་ལྷུན་པོ་ཤེས་རབ་རྒྱལ་མཚན།,,,
110,P00EGS1017865,,bsam gtan bzang po,bo-x-ewts,,bsam gtan bzang po,བསམ་གཏན་བཟང་པོ།,,0,,,,0,,,,bsam gtan bzang po,bsam gtan bzang po,,བསམ་གཏན་བཟང་པོ།,,,
111,P00EGS1017897,,bstan 'dzin,bo-x-ewts,,bstan 'dzin,བསྟན་འཛིན།,,0,,,,0,,,,bstan 'dzin,bstan 'dzin,,བསྟན་འཛིན།,,,
112,P00EGS1017898,,skal bzang phun tshogs,bo-x-ewts,,skal bzang phun tshogs,སྐལ་བཟང་ཕུན་ཚོགས།,,0,,,,0,,,,skal bzang phun tshogs,skal bzang phun tshogs,,སྐལ་བཟང་ཕུན་ཚོགས།,,,
113,P00EGS1017899,,jam dbyangs,bo-x-ewts,,jam dbyangs,འཇམ་དབྱངས།,,0,,,,0,,,,jam dbyangs,jam dbyangs,,འཇམ་དབྱངས།,,,
114,P00EGS1017900,,sangs rgyas dbang 'dus,bo-x-ewts,,sangs rgyas dbang 'dus,སངས་རྒྱས་དབང་འདུས།,,0,,,,0,,,,sangs rgyas dbang 'dus,sangs rgyas dbang 'dus,,སངས་རྒྱས་དབང་འདུས།,,,
115,P00EGS1017901,,hong ho,bo-x-ewts,,hong ho,ཧོང་ཧོ།,,0,,,,0,,,,hong ho,hong ho,,ཧོང་ཧོ།,,,
116,P00EGS1017902,,gdugs dkar tshe ring,bo-x-ewts,,gdugs dkar tshe ring,གདུགས་དཀར་ཚེ་རིང།,,0,,,,0,,,,gdugs dkar tshe ring,gdugs dkar tshe ring,,གདུགས་དཀར་ཚེ་རིང།,,,
117,P00EGS1017939,,ka'o he ling,bo-x-ewts,,ka'o he ling,ཀའོ་ཧེ་ལིང།,,0,,,,0,,,,ka'o he ling,ka'o he ling,,ཀའོ་ཧེ་ལིང།,,,
118,P00EGS1017940,,hong wun hon,bo-x-ewts,,hong wun hon,ཧོང་ཝུན་ཧོན།,,0,,,,0,,,,hong wun hon,hong wun hon,,ཧོང་ཝུན་ཧོན།,,,
119,P00EGS1017941,,chos 'phel,bo-x-ewts,,chos 'phel,ཆོས་འཕེལ།,,0,,,,0,,,,chos 'phel,chos 'phel,,ཆོས་འཕེལ།,,,
120,P00EGS1017942,,li tung ud,bo-x-ewts,,li tung ud,ལི་ཏུང་ཨུད།,,0,,,,0,,,,li tung ud,li tung ud,,ལི་ཏུང་ཨུད།,,,
121,P00EGS1017943,,bsod nams skyid,bo-x-ewts,,bsod nams skyid,བསོད་ནམས་སྐྱིད།,,0,,,,0,,,F,bsod nams skyid,bsod nams skyid,,བསོད་ནམས་སྐྱིད།,,,
122,P00EGS1017944,,bu phrug,bo-x-ewts,,bu phrug,བུ་ཕྲུག།,,0,,,,0,,,,bu phrug,bu phrug,,བུ་ཕྲུག།,,,
123,P00EGS1017945,,zla ba tshe ring,bo-x-ewts,,zla ba tshe ring,ཟླ་བ་ཚེ་རིང།,,0,,,,0,,,M,zla ba tshe ring,zla ba tshe ring,,ཟླ་བ་ཚེ་རིང།,,,
124,P00EGS1017946,,dpal zhi,bo-x-ewts,,dpal zhi,དཔལ་ཞི།,,0,,,,0,,,,dpal zhi,dpal zhi,,དཔལ་ཞི།,,,
125,P00EGS1017947,,rdo rje 'tsho,bo-x-ewts,,rdo rje 'tsho,རྡོ་རྗེ་འཚོ།,,0,,,,0,,,F,rdo rje 'tsho,rdo rje 'tsho,,རྡོ་རྗེ་འཚོ།,,,
126,P00EGS1017948,,gzungs 'dus skyid,bo-x-ewts,,gzungs 'dus skyid,གཟུངས་འདུས་སྐྱིད།,,0,,,,0,,,F,gzungs 'dus skyid,gzungs 'dus skyid,,གཟུངས་འདུས་སྐྱིད།,,,
127,P00EGS1017949,,chos 'phel,bo-x-ewts,,chos 'phel,ཆོས་འཕེལ།,,0,,,,0,,,,chos 'phel,chos 'phel,,ཆོས་འཕེལ།,,,
129,P00EGS1017951,,skal bzang don grub,bo-x-ewts,,skal bzang don grub,སྐལ་བཟང་དོན་གྲུབ།,,0,,,,0,,,,skal bzang don grub,skal bzang don grub,,སྐལ་བཟང་དོན་གྲུབ།,,,
130,P00EGS1017952,,sangs rgyas mkhar,bo-x-ewts,,sangs rgyas mkhar,སངས་རྒྱས་མཁར།,,0,,,,0,,,,sangs rgyas mkhar,sangs rgyas mkhar,,སངས་རྒྱས་མཁར།,,,
131,P00EGS1017967,,rab brtan,bo-x-ewts,,rab brtan,རབ་བརྟན།,,0,,,,0,,,,rab brtan,rab brtan,,རབ་བརྟན།,,,
132,P00EGS1017968,,dkon mchog,bo-x-ewts,,dkon mchog,དཀོན་མཆོག།,,0,,,,0,,,,dkon mchog,dkon mchog,,དཀོན་མཆོག།,,,
133,P00EGS1017969,,smyug brtse,bo-x-ewts,,smyug brtse,སྨྱུག་བརྩེ།,,0,,,,0,,,,smyug brtse,smyug brtse,,སྨྱུག་བརྩེ།,,,
134,P00EGS1017970,,bsod phun,bo-x-ewts,,bsod phun,བསོད་ཕུན།,,0,,,,0,,,,bsod phun,bsod phun,,བསོད་ཕུན།,,,
135,P00EGS1017972,,dge 'dun rgyal mtshan,bo-x-ewts,,dge 'dun rgyal mtshan,དགེ་འདུན་རྒྱལ་མཚན།,,0,,,,0,,,,dge 'dun rgyal mtshan,dge 'dun rgyal mtshan,,དགེ་འདུན་རྒྱལ་མཚན།,,,
136,P00EGS1017973,,dpal 'byor rgyal mtshan,bo-x-ewts,,dpal 'byor rgyal mtshan,དཔལ་འབྱོར་རྒྱལ་མཚན།,,0,,,,0,,,,dpal 'byor rgyal mtshan,dpal 'byor rgyal mtshan,,དཔལ་འབྱོར་རྒྱལ་མཚན།,,,
137,P00EGS1017974,,dpal 'byor rin chen,bo-x-ewts,,dpal 'byor rin chen,དཔལ་འབྱོར་རིན་ཆེན།,,0,,,,0,,,,dpal 'byor rin chen,dpal 'byor rin chen,,དཔལ་འབྱོར་རིན་ཆེན།,,,
138,P00EGS1017975,,ten ne,bo-x-ewts,,ten ne,ཏེན་ནེ།,,0,,,1217,0,,,,ten ne,ten ne,,ཏེན་ནེ།,,,
139,P00EGS1017976,,skyab be,bo-x-ewts,,skyab be,སྐྱབ་བེ།,,0,,,,0,,,,skyab be,skyab be,,སྐྱབ་བེ།,,,
140,P00EGS1017977,,mang skyid,bo-x-ewts,,mang skyid,མང་སྐྱིད།,,0,,,,0,,,F,mang skyid,mang skyid,,མང་སྐྱིད།,,,
141,P00EGS1018101,,gsall ba grags pa,bo-x-ewts,,gsall ba grags pa,གསལལ་བ་གྲགས་པ།,,0,,,,0,,,,gsall ba grags pa,gsall ba grags pa,,གསལལ་བ་གྲགས་པ།,,,
142,P00EGS1018102,,phrin chos,bo-x-ewts,,phrin chos,འཕྲིན་ཆོས།,,0,,,,0,,,,phrin chos,phrin chos,,འཕྲིན་ཆོས།,,,
143,P00EGS1018103,,dwangs grung,bo-x-ewts,,dwangs grung,དྭངས་གྲུང།,,0,,,,0,,,,dwangs grung,dwangs grung,,དྭངས་གྲུང།,,,
144,P00EGS1018104,,phur rdo,bo-x-ewts,,phur rdo,ཕུར་རྡོ།,,0,,,,0,,,,phur rdo,phur rdo,,ཕུར་རྡོ།,,,
145,P00EGS1018106,,zing po rje khri sangs sum,bo-x-ewts,,zing po rje khri sangs sum,ཟིང་པོ་རྗེ་ཁྲི་སངས་སུམ།,,0,,,,0,,,,zing po rje khri sangs sum,zing po rje khri sangs sum,,ཟིང་པོ་རྗེ་ཁྲི་སངས་སུམ།,,,
146,P00EGS1018107,,thupten kunsang,bo-x-ewts,,thub bstan kun bzang,ཐུབ་བསྟན་ཀུན་བཟང།,,0,,,,0,,,,thupten kunsang,thub bstan kun bzang,,ཐུབ་བསྟན་ཀུན་བཟང།,,,
147,P00EGS1018108,,bkra shis sgrol ma,bo-x-ewts,,bkra shis sgrol ma,བཀྲ་ཤིས་སྒྲོལ་མ།,,0,,,,0,,,F,bkra shis sgrol ma,bkra shis sgrol ma,,བཀྲ་ཤིས་སྒྲོལ་མ།,,,
148,P00EGS1018109,,snying mo rgyal,bo-x-ewts,,snying mo rgyal,སྙིང་མོ་རྒྱལ།,,0,,,,0,,,,snying mo rgyal,snying mo rgyal,,སྙིང་མོ་རྒྱལ།,,,
149,P00EGS109637,Purchok,thub bstan byams pa tshul khrims bstan 'dzin,bo-x-ewts,phur lcog,thub bstan byams pa tshul khrims bstan 'dzin,ཐུབ་བསྟན་བྱམས་པ་ཚུལ་ཁྲིམས་བསྟན་འཛིན།,,0,,,,0,,,,"The Fourth Purchok, thub bstan byams pa tshul khrims bstan 'dzin",phur lcog 04 thub bstan byams pa tshul khrims bstan 'dzin,4,ཕུར་ལྕོག ༠༤ ཐུབ་བསྟན་བྱམས་པ་ཚུལ་ཁྲིམས་བསྟན་འཛིན།,,,
150,P00JR2402,,sangs rgyas rdo rje,bo-x-ewts,,sangs rgyas rdo rje,སངས་རྒྱས་རྡོ་རྗེ།,,0,,,,0,,,,sangs rgyas rdo rje,sangs rgyas rdo rje,,སངས་རྒྱས་རྡོ་རྗེ།,,,
151,P00JR2403,,nam mkha' bkra shis,bo-x-ewts,,nam mkha' bkra shis,ནམ་མཁའ་བཀྲ་ཤིས།,,0,,,,0,,,,nam mkha' bkra shis,nam mkha' bkra shis,,ནམ་མཁའ་བཀྲ་ཤིས།,,,
152,P00JR2404,,bkra shis blo gros,bo-x-ewts,,bkra shis blo gros,བཀྲ་ཤིས་བློ་གྲོས།,,0,,,,0,,,,bkra shis blo gros,bkra shis blo gros,,བཀྲ་ཤིས་བློ་གྲོས།,,,
153,P00JR2405,,byang chub rgyal mtshan,bo-x-ewts,,byang chub rgyal mtshan,བྱང་ཆུབ་རྒྱལ་མཚན།,,0,,,,0,,,,byang chub rgyal mtshan,byang chub rgyal mtshan,,བྱང་ཆུབ་རྒྱལ་མཚན།,,,
154,P00JR2406,,chos nyid rang grol,bo-x-ewts,,chos nyid rang grol,ཆོས་ཉིད་རང་གྲོལ།,,0,,,,0,,,,chos nyid rang grol,chos nyid rang grol,,ཆོས་ཉིད་རང་གྲོལ།,,,
156,P00JR689,,mdo sngags bstan 'dzin,bo-x-ewts,,mdo sngags bstan 'dzin,མདོ་སྔགས་བསྟན་འཛིན།,,0,,,,0,,,,mdo sngags bstan 'dzin,mdo sngags bstan 'dzin,,མདོ་སྔགས་བསྟན་འཛིན།,,,
157,P00JR822,,kun bzang stobs chen,bo-x-ewts,,kun bzang stobs chen,ཀུན་བཟང་སྟོབས་ཆེན།,,0,,,,0,,,M,kun bzang stobs chen,kun bzang stobs chen,,ཀུན་བཟང་སྟོབས་ཆེན།,,,
158,P00JR884,,u rgyan lhun grub,bo-x-ewts,,u rgyan lhun grub,ཨུ་རྒྱན་ལྷུན་གྲུབ།,,0,,,,0,,,,u rgyan lhun grub,u rgyan lhun grub,,ཨུ་རྒྱན་ལྷུན་གྲུབ།,,,
159,P00KG010,,chi med tshe ring,bo-x-ewts,,chi med tshe ring,འཆི་མེད་ཚེ་རིང།,,0,,,,0,,,,chi med tshe ring,chi med tshe ring,,འཆི་མེད་ཚེ་རིང།,,,
160,P00KG010086,,pad+ma 'phrin las gling pa,bo-x-ewts,,pad+ma 'phrin las gling pa,པདྨ་འཕྲིན་ལས་གླིང་པ།,,0,,,,0,,,M,pad+ma 'phrin las gling pa,pad+ma 'phrin las gling pa,,པདྨ་འཕྲིན་ལས་གླིང་པ།,,,
161,P00KG010087,,ra chung 'phrin lo,bo-x-ewts,,ra chung 'phrin lo,ར་ཆུང་འཕྲིན་ལོ།,,0,,,,0,,,,ra chung 'phrin lo,ra chung 'phrin lo,,ར་ཆུང་འཕྲིན་ལོ།,,,
162,P00KG010088,,bsod nams sgrol ma,bo-x-ewts,,bsod nams sgrol ma,བསོད་ནམས་སྒྲོལ་མ།,,0,,,,0,,,F,bsod nams sgrol ma,bsod nams sgrol ma,,བསོད་ནམས་སྒྲོལ་མ།,,,
163,P00KG010091,,tashi tsering,en,,bkra shis tshe ring,བཀྲ་ཤིས་ཚེ་རིང།,,0,,,,0,,,,tashi tsering,bkra shis tshe ring,,བཀྲ་ཤིས་ཚེ་རིང།,,,
164,P00KG010094,,damchoe chophel,en,,dam chos chos 'phel,དམ་ཆོས་ཆོས་འཕེལ།,,0,,,,0,,,,damchoe chophel,dam chos chos 'phel,,དམ་ཆོས་ཆོས་འཕེལ།,,,
165,P00KG010267,,snying dkar rgyal,bo-x-ewts,,snying dkar rgyal,སྙིང་དཀར་རྒྱལ།,,0,,,,0,,,M,snying dkar rgyal,snying dkar rgyal,,སྙིང་དཀར་རྒྱལ།,,,
166,P00KG010268,,ban de skyabs,bo-x-ewts,,ban de skyabs,བན་དེ་སྐྱབས།,,0,,,,0,,,M,ban de skyabs,ban de skyabs,,བན་དེ་སྐྱབས།,,,
167,P00KG01064,,tshe ring 'bum,bo-x-ewts,,tshe ring 'bum,ཚེ་རིང་འབུམ།,,0,,,,0,,,,tshe ring 'bum,tshe ring 'bum,,ཚེ་རིང་འབུམ།,,,
168,P00KG01065,,dbang drag rdo rje,bo-x-ewts,,dbang drag rdo rje,དབང་དྲག་རྡོ་རྗེ།,1973,0,,,,0,,,M,dbang drag rdo rje,dbang drag rdo rje,,དབང་དྲག་རྡོ་རྗེ།,,,
169,P00KG01086,,pad+ma tshe ring,bo-x-ewts,,pad+ma tshe ring,པདྨ་ཚེ་རིང།,1958,0,,,,0,,,,pad+ma tshe ring,pad+ma tshe ring,,པདྨ་ཚེ་རིང།,,,
170,P00KG011,,jam dbyangs blo gros,bo-x-ewts,,jam dbyangs blo gros,འཇམ་དབྱངས་བློ་གྲོས།,,0,,,,0,,,,jam dbyangs blo gros,jam dbyangs blo gros,,འཇམ་དབྱངས་བློ་གྲོས།,,,
171,P00KG012,,ngag dbang zla grags,bo-x-ewts,,ngag dbang zla grags,ངག་དབང་ཟླ་གྲགས།,,0,,,,0,,,,ngag dbang zla grags,ngag dbang zla grags,,ངག་དབང་ཟླ་གྲགས།,,,
172,P00KG014,,tsho byed thogs med,bo-x-ewts,,tsho byed thogs med,འཚོ་བྱེད་ཐོགས་མེད།,,0,,,,0,,,,tsho byed thogs med,tsho byed thogs med,,འཚོ་བྱེད་ཐོགས་མེད།,,,
173,P00KG0160,,bkra shis chos lung,bo-x-ewts,,bkra shis chos lung,བཀྲ་ཤིས་ཆོས་ལུང།,,0,,,,0,,,,bkra shis chos lung,bkra shis chos lung,,བཀྲ་ཤིས་ཆོས་ལུང།,,,
174,P00KG0161,,dgon gnas rgyal,bo-x-ewts,,dgon gnas rgyal,དགོན་གནས་རྒྱལ།,,0,,,,0,,,,dgon gnas rgyal,dgon gnas rgyal,,དགོན་གནས་རྒྱལ།,,,
175,P00KG01611,,mahakaruna,en,,mahakaruna,མཧཀརུན།,,0,,,,0,,,,mahakaruna,mahakaruna,,མཧཀརུན།,,,
177,P00KG019,,od zer rgya mtsho,bo-x-ewts,,od zer rgya mtsho,འོད་ཟེར་རྒྱ་མཚོ།,,0,,,,0,,,,od zer rgya mtsho,od zer rgya mtsho,,འོད་ཟེར་རྒྱ་མཚོ།,,,
178,P00KG0217,,grags pa rgyal mtshan,bo-x-ewts,,grags pa rgyal mtshan,གྲགས་པ་རྒྱལ་མཚན།,,0,,,,0,,,,grags pa rgyal mtshan,grags pa rgyal mtshan,,གྲགས་པ་རྒྱལ་མཚན།,,,
179,P00KG0218,,mnyam med dmu la 'dul ba,bo-x-ewts,,mnyam med dmu la 'dul ba,མཉམ་མེད་དམུ་ལ་འདུལ་བ།,,0,,,,0,,,,mnyam med dmu la 'dul ba,mnyam med dmu la 'dul ba,,མཉམ་མེད་དམུ་ལ་འདུལ་བ།,,,
180,P00KG0221,,rin chen rgyal mtshan,bo-x-ewts,,rin chen rgyal mtshan,རིན་ཆེན་རྒྱལ་མཚན།,,0,,,,0,,,,rin chen rgyal mtshan,rin chen rgyal mtshan,,རིན་ཆེན་རྒྱལ་མཚན།,,,
181,P00KG0222,,nyi ri shel bzhin,bo-x-ewts,,nyi ri shel bzhin,ཉི་རི་ཤེལ་བཞིན།,,0,,,,0,,,,nyi ri shel bzhin,nyi ri shel bzhin,,ཉི་རི་ཤེལ་བཞིན།,,,
182,P00KG02332,,dbang rgyal,bo-x-ewts,,dbang rgyal,དབང་རྒྱལ།,,0,,,,0,,,M,dbang rgyal,dbang rgyal,,དབང་རྒྱལ།,,,
183,P00KG02657,,pel ldan gnas drug,bo-x-ewts,,pal ldan gnas drug,པལ་ལྡན་གནས་དྲུག།,,0,,,,0,,,M,pel ldan gnas drug,pal ldan gnas drug,,པལ་ལྡན་གནས་དྲུག།,,,
184,P00KG02659,,d+harma gzi brjid,bo-x-ewts,,d+harma gzi brjid,དྷརྨ་གཟི་བརྗིད།,,0,,,,0,,,,d+harma gzi brjid,d+harma gzi brjid,,དྷརྨ་གཟི་བརྗིད།,,,
185,P00KG02663,,ta thA ga ta rak+Shi ta,bo-x-ewts,,ta thA ga ta rak+Shi ta,ཏ་ཐཱ་ག་ཏ་རཀྵི་ཏ།,,0,,,,0,,,,ta thA ga ta rak+Shi ta,ta thA ga ta rak+Shi ta,,ཏ་ཐཱ་ག་ཏ་རཀྵི་ཏ།,,,
186,P00KG02664,,ri sul gyi rnal 'byor ma,bo-x-ewts,,ri sul gyi rnal 'byor ma,རི་སུལ་གྱི་རྣལ་འབྱོར་མ།,,0,,,,0,,,F,ri sul gyi rnal 'byor ma,ri sul gyi rnal 'byor ma,,རི་སུལ་གྱི་རྣལ་འབྱོར་མ།,,,
187,P00KG02741,,rnam thar rgyal,bo-x-ewts,,rnam thar rgyal,རྣམ་ཐར་རྒྱལ།,,0,,,,0,,,,rnam thar rgyal,rnam thar rgyal,,རྣམ་ཐར་རྒྱལ།,,,
188,P00KG02742,,blo bzang don grub,bo-x-ewts,,blo bzang don grub,བློ་བཟང་དོན་གྲུབ།,,0,,,,0,,,,blo bzang don grub,blo bzang don grub,,བློ་བཟང་དོན་གྲུབ།,,,
191,P00KG02778,,ngag dbang rgyal po,bo-x-ewts,,ngag dbang rgyal po,ངག་དབང་རྒྱལ་པོ།,,0,,,,0,,,,ngag dbang rgyal po,ngag dbang rgyal po,,ངག་དབང་རྒྱལ་པོ།,,,
192,P00KG02779,,legs bshad thogs med,bo-x-ewts,,legs bshad thogs med,ལེགས་བཤད་ཐོགས་མེད།,,0,,,,0,,,,legs bshad thogs med,legs bshad thogs med,,ལེགས་བཤད་ཐོགས་མེད།,,,
193,P00KG02780,,zla ba rgyal mtshan,bo-x-ewts,,zla ba rgyal mtshan,ཟླ་བ་རྒྱལ་མཚན།,,0,,,,0,,,,zla ba rgyal mtshan,zla ba rgyal mtshan,,ཟླ་བ་རྒྱལ་མཚན།,,,
196,P00KG02839,,"fuchs, rosemarie",en,,"fuchs, rosemarie","ཕུ༹ཆས,་རོསེམརིཨེ།",,0,,,,0,,,F,"fuchs, rosemarie","fuchs, rosemarie",,"ཕུ༹ཆས,་རོསེམརིཨེ།",,,
200,P00KG02843,,karma legs bshad sgra dbyangs,bo-x-ewts,,karma legs bshad sgra dbyangs,ཀརྨ་ལེགས་བཤད་སྒྲ་དབྱངས།,,0,,,,0,,,,karma legs bshad sgra dbyangs,karma legs bshad sgra dbyangs,,ཀརྨ་ལེགས་བཤད་སྒྲ་དབྱངས།,,,
201,P00KG02844,,sgrol dkar chung chung,bo-x-ewts,,sgrol dkar chung chung,སྒྲོལ་དཀར་ཆུང་ཆུང།,,0,,,,0,,,F,sgrol dkar chung chung,sgrol dkar chung chung,,སྒྲོལ་དཀར་ཆུང་ཆུང།,,,
202,P00KG02849,,tshul khrims rgya mtsho,bo-x-ewts,,tshul khrims rgya mtsho,ཚུལ་ཁྲིམས་རྒྱ་མཚོ།,,0,,,,0,,,,tshul khrims rgya mtsho,tshul khrims rgya mtsho,,ཚུལ་ཁྲིམས་རྒྱ་མཚོ།,,,
203,P00KG02850,,bzod pa phrin las,bo-x-ewts,,bzod pa phrin las,བཟོད་པ་ཕྲིན་ལས།,,0,,,,0,,,,bzod pa phrin las,bzod pa phrin las,,བཟོད་པ་ཕྲིན་ལས།,,,
204,P00KG02860,,"trisoglio, alex",en,,"trisoglio, alex","ཏྲིསོགླིཨོ,་ཨལེx།",,0,,,,0,,,,"trisoglio, alex","trisoglio, alex",,"ཏྲིསོགླིཨོ,་ཨལེx།",,,
205,P00KG02901,,mi bsyod rdo rje,bo-x-ewts,,mi bsyod rdo rje,མི་བསྱོད་རྡོ་རྗེ།,,0,,,,0,,,,mi bsyod rdo rje,mi bsyod rdo rje,,མི་བསྱོད་རྡོ་རྗེ།,,,
206,P00KG03164,,a thu la badz+ra,bo-x-ewts,,a thu la badz+ra,ཨ་ཐུ་ལ་བཛྲ།,,0,,,,0,,,,a thu la badz+ra,a thu la badz+ra,,ཨ་ཐུ་ལ་བཛྲ།,,,
207,P00KG03239,,bsod nams grags pa,bo-x-ewts,,bsod nams grags pa,བསོད་ནམས་གྲགས་པ།,,0,,,,0,,,,bsod nams grags pa,bsod nams grags pa,,བསོད་ནམས་གྲགས་པ།,,,
208,P00KG03602,,o rgyan shes rab,bo-x-ewts,,o rgyan shes rab,ཨོ་རྒྱན་ཤེས་རབ།,,0,,,,0,,,,o rgyan shes rab,o rgyan shes rab,,ཨོ་རྒྱན་ཤེས་རབ།,,,
209,P00KG03660,,tshe ring sgrol dkar,bo-x-ewts,,tshe ring sgrol dkar,ཚེ་རིང་སྒྲོལ་དཀར།,,0,,,,0,,,F,tshe ring sgrol dkar,tshe ring sgrol dkar,,ཚེ་རིང་སྒྲོལ་དཀར།,,,
210,P00KG03662,,sher bzang ngag dbang,bo-x-ewts,,sher bzang ngag dbang,ཤེར་བཟང་ངག་དབང།,,0,,,,0,,,,sher bzang ngag dbang,sher bzang ngag dbang,,ཤེར་བཟང་ངག་དབང།,,,
211,P00KG03665,,bskal bzang nyi ma,bo-x-ewts,,bskal bzang nyi ma,བསྐལ་བཟང་ཉི་མ།,,0,,,,0,,,,bskal bzang nyi ma,bskal bzang nyi ma,,བསྐལ་བཟང་ཉི་མ།,,,
